scenarioId_A,scenarioId_B,graphEditDistance,entityPositionDistance,jaccardRoomConnectivity,roleDistributionDistance,depthProfileDistance,doorStateDistance,furnitureCountDistance
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,21733712-9af9-42c5-81e7-b27afb513afc,0.0000,11.9228,1.0000,0.0000,0.0000,0.6667,0.0000
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,ebc7f9c0-d6a0-4a83-b0d2-85294936a0de,0.0000,8.6131,1.0000,0.0000,0.0000,0.0000,0.0455
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,ece03f20-c6d3-4de3-892c-f466e8c9dfdd,0.0000,9.3925,1.0000,0.0000,0.0000,0.6667,0.1818
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,5d7e66fd-567c-4c7b-bad1-721092a0f093,2.0000,13.5197,0.5000,2.0000,2.0000,0.6667,0.1852
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,08081778-6a61-4d7c-b10d-3e7d38db69cd,0.0000,4.7401,1.0000,0.0000,0.0000,0.0000,0.0833
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,80bc45df-c560-4d47-ade6-b68a09c0ed3e,0.0000,11.8144,1.0000,0.0000,0.0000,0.6667,0.0455
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,5a90809f-6635-4db4-9ca8-e2d8d99fda4b,0.0000,9.3826,1.0000,0.0000,0.0000,0.6667,0.0833
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,b67086b5-e728-48d9-9599-2e9fc7198c9f,2.0000,10.9077,0.5000,2.0000,2.0000,0.6667,0.0833
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,5ddaa87a-fa2d-40e6-ace8-81ffbf6e2fc4,2.0000,10.6129,0.5000,2.0000,2.0000,0.6667,0.2143
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,3d3d0b22-bfab-4069-b22a-4e027bd1febb,0.0000,18.3364,1.0000,0.0000,0.0000,0.6667,0.0909
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,a2858996-b002-4456-bbb5-1c3ac7566d9b,0.0000,18.4610,1.0000,0.0000,0.0000,0.6667,0.0833
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,91c12e9e-fe4f-4684-963e-f538982541fc,2.0000,12.5426,0.5000,2.0000,2.0000,0.6667,0.1200
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,0ef03ad8-f62d-4752-b507-5efda0becd0e,0.0000,15.5721,1.0000,0.0000,0.0000,0.6667,0.0435
278ad5a6-1db2-4cf4-9052-d7a3154a86a3,0672d10d-ab7c-4493-84c7-2aa11711d26b,0.0000,10.7356,1.0000,0.0000,0.0000,0.6667,0.0435
