difficultyBatch,roomCount,doorCount,avgConnectivity,graphDiameter,maxDepth,cyclicityMeasure,entryPointCount,doorsOpen,doorsClosed,doorsLocked,lockedDoorFraction,avgEntityDistanceFromEntry,entityClusteringCoefficient,avgHostageTerroristDistance,minHostageTerroristDistance,entityDepthVariance,avgEntityDepth,avgPatrolRouteLength,stationaryGuardCount,patrolCount,roamingGuardCount,hostageGuardianCount,patrolCoverage,avgWaypointCount,totalFurnitureCount,avgFurniturePerRoom,furnitureFloorCoverage,furnishedRoomCount,layoutType,roomSizeCategory,entryType,configRoomCount,configTerroristCount,placementStrategy,hostageRiskLevel,difficultyLevel,randomnessLevel,seedUsed,scenarioId,validationPassed,validationWarnings,errorMessage
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.6971,1.0000,6.4857,3.3008,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,21,5.2500,0.0903,4,branching,medium,single,4,3,dispersed,medium,3,medium,500899009,0776dfe4-1350-4146-9718-7f39ed0f6887,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.9823,0.3333,13.1881,2.2254,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,18,4.5000,0.0512,4,branching,medium,single,4,3,dispersed,medium,3,medium,555333246,88b6d3f2-b83a-4c4e-becf-5895b679de3d,true,,
3,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.5082,0.5000,8.9906,3.2693,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,18,4.5000,0.0651,4,branching,medium,single,4,3,dispersed,medium,3,medium,598579356,00a57316-1ef5-4c9d-a8d3-3736996965a7,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.4807,0.5000,12.0649,3.3436,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,16,4.0000,0.0437,4,branching,medium,single,4,3,dispersed,medium,3,medium,116087308,bcb20a75-a50f-452c-8760-e4f86ecd63f8,true,,
3,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.7523,0.3333,11.8487,2.3507,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,21,5.2500,0.0789,4,branching,medium,single,4,3,dispersed,medium,3,medium,878480582,9f8f9b7f-e6e0-4a19-a1dc-eb578a1fe125,true,,
3,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.3275,0.5000,9.8474,2.4463,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,21,5.2500,0.0721,4,branching,medium,single,4,3,dispersed,medium,3,medium,1640779242,c87b9084-0d19-41fd-a33a-f7ebea7f0906,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.1475,0.3333,11.9304,1.9882,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,16,4.0000,0.0517,4,branching,medium,single,4,3,dispersed,medium,3,medium,732377465,d1ede006-ef39-485f-9945-c809488685d9,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,8.9684,0.3333,12.8979,2.5157,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,15,3.7500,0.0353,4,branching,medium,single,4,3,dispersed,medium,3,medium,1952279789,69c7c87a-49e5-4281-a6fd-b0cbaa75cad5,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.1842,1.0000,5.1361,2.8249,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,19,4.7500,0.0551,4,branching,medium,single,4,3,dispersed,medium,3,medium,1591948652,19c9b9ff-c305-43c0-911d-9fd795e2caee,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.9053,1.0000,5.7620,2.1732,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,19,4.7500,0.0641,4,branching,medium,single,4,3,dispersed,medium,3,medium,1780239093,9e3309be-4cba-4faa-be3e-51ca2165459b,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.4759,0.6667,9.3508,2.9514,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,16,4.0000,0.0406,4,branching,medium,single,4,3,dispersed,medium,3,medium,1550845919,5bbc06e8-b131-4c92-9baf-67785d5e7c94,true,,
3,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.0284,0.5000,14.6650,11.8766,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,23,5.7500,0.1103,4,branching,medium,single,4,3,dispersed,medium,3,medium,1156981380,08f04870-6a85-4ddc-aa5d-c4509d43e619,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.8376,0.3333,15.9170,3.0109,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,20,5.0000,0.0970,4,branching,medium,single,4,3,dispersed,medium,3,medium,95875666,7d41a0bd-ff1e-4cde-9ea6-ae1c7dc5e0ca,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.5499,0.3333,11.7978,2.2650,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,16,4.0000,0.0472,4,branching,medium,single,4,3,dispersed,medium,3,medium,1562714105,96344f94-97f9-447b-ab28-33b981f351fa,true,,
3,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.6187,0.8333,12.5631,9.6331,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,19,4.7500,0.0619,4,branching,medium,single,4,3,dispersed,medium,3,medium,738163038,30d3b393-aa3b-4033-9735-827812c718d5,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.7363,0.5000,11.0103,1.8512,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,18,4.5000,0.0791,4,branching,medium,single,4,3,dispersed,medium,3,medium,113246034,4358f36c-f73b-4a4c-a7ff-693f9d1b363e,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.2546,0.6667,9.2466,2.6917,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,17,4.2500,0.0660,4,branching,medium,single,4,3,dispersed,medium,3,medium,1579778762,30881d27-e514-4847-91ca-eb48cd5827c9,true,,
3,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.4086,0.8333,5.1532,2.1376,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,24,6.0000,0.0992,4,branching,medium,single,4,3,dispersed,medium,3,medium,133595415,3ebd016d-bdc3-4877-b8bf-2d32c0e97ff0,true,,
3,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.4475,0.5000,13.3297,10.7880,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,20,5.0000,0.0646,4,branching,medium,single,4,3,dispersed,medium,3,medium,138891269,98cfc412-f46b-4eae-8c7c-409740bd5f4a,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.4466,0.8333,6.8327,1.7995,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,15,3.7500,0.0446,4,branching,medium,single,4,3,dispersed,medium,3,medium,1118521161,4f91333d-78db-4ab5-af6b-008d62a63a4e,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.9187,0.3333,12.2409,2.6102,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,19,4.7500,0.0583,4,branching,medium,single,4,3,dispersed,medium,3,medium,48144714,6f3d8eb0-95db-40f3-b41b-d03902023b44,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.1798,0.3333,12.1367,2.2669,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,19,4.7500,0.0815,4,branching,medium,single,4,3,dispersed,medium,3,medium,1680417009,70d582e6-50eb-4471-a92d-e6561b76f7e4,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,8.9804,0.5000,9.5397,2.5777,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,15,3.7500,0.0476,4,branching,medium,single,4,3,dispersed,medium,3,medium,961188060,47f0ee1d-2f94-4226-a76d-3825d414b7f9,true,,
3,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.6887,0.5000,9.9746,1.9782,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,25,6.2500,0.1075,4,branching,medium,single,4,3,dispersed,medium,3,medium,626806596,c725e17d-2eda-4505-a308-aced64aee406,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.7666,1.0000,6.5752,1.9637,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,16,4.0000,0.0505,4,branching,medium,single,4,3,dispersed,medium,3,medium,2110949549,27da9a2f-f9b3-4d79-ba78-c4b06d1964bb,true,,
3,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.1979,0.8333,5.7383,1.9889,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,15,3.7500,0.0372,4,branching,medium,single,4,3,dispersed,medium,3,medium,1493525331,df1e582f-5c28-45ad-a251-6efda298aec5,true,,
3,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.5140,0.6667,12.6360,11.7572,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,20,5.0000,0.0796,4,branching,medium,single,4,3,dispersed,medium,3,medium,998675232,6c966d3b-9a5a-40df-8dfb-36233a0236c2,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.0500,1.0000,5.4747,2.4877,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,18,4.5000,0.0771,4,branching,medium,single,4,3,dispersed,medium,3,medium,2090714261,ab163c34-4716-4966-a84e-e28f1f13ce14,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.2509,1.0000,5.8843,2.8101,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,17,4.2500,0.0456,4,branching,medium,single,4,3,dispersed,medium,3,medium,1199851658,87383819-21fd-40e1-ab90-4d00078e783c,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.2234,0.5000,9.3900,2.3897,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,20,5.0000,0.0755,4,branching,medium,single,4,3,dispersed,medium,3,medium,1528396024,eb1089cf-5732-4bc4-9c42-03d65ae1c95e,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.4207,0.6667,9.6692,2.7364,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,18,4.5000,0.0574,4,branching,medium,single,4,3,dispersed,medium,3,medium,270313629,ca5039ef-3960-48af-bcf6-a7b684e57ddf,true,,
3,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.9686,1.0000,4.8988,1.8825,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,15,3.7500,0.0465,4,branching,medium,single,4,3,dispersed,medium,3,medium,2092080460,993f0d2c-8ecd-41be-b156-3e69fe4618c9,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,9.8538,0.5000,9.7990,3.0915,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,21,5.2500,0.0843,4,branching,medium,single,4,3,dispersed,medium,5,medium,1440778089,2a8819d1-3ceb-4fe9-a9f0-c7534f39bce6,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.2121,1.0000,6.8475,3.5748,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,17,4.2500,0.0673,4,branching,medium,single,4,3,dispersed,medium,5,medium,634589578,afbf57fb-e1a7-4f30-9b48-1abb19c9825e,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.0020,1.0000,5.0685,2.9655,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,19,4.7500,0.0617,4,branching,medium,single,4,3,dispersed,medium,5,medium,387635251,622a7b08-cb44-4171-ae97-ed9799df3416,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.1294,1.0000,5.4361,3.4767,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,18,4.5000,0.0558,4,branching,medium,single,4,3,dispersed,medium,5,medium,1869115504,4e274cbf-e2c4-43de-b0f6-b2f262bcbdac,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.9602,1.0000,4.8697,2.6266,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,16,4.0000,0.0433,4,branching,medium,single,4,3,dispersed,medium,5,medium,597199060,6f6a437b-01a5-4ff2-89fe-44b2d0e1eaeb,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.5946,0.8333,8.5420,2.7876,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,20,5.0000,0.0892,4,branching,medium,single,4,3,dispersed,medium,5,medium,238601203,20e7fd6a-ec83-4c71-8b89-79b7183397d9,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.6070,0.5000,13.1496,7.9630,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,21,5.2500,0.0829,4,branching,medium,single,4,3,dispersed,medium,5,medium,1214027075,af4bc147-4f2e-4057-81cb-1ec1abf49e8a,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.1120,0.3333,13.4272,3.4062,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,18,4.5000,0.0723,4,branching,medium,single,4,3,dispersed,medium,5,medium,267369279,aaebec12-c2f1-489a-a855-04f7fd0fb79e,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.5411,0.6667,8.8143,3.0937,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,17,4.2500,0.0757,4,branching,medium,single,4,3,dispersed,medium,5,medium,1009559550,086115e8-ab53-4a26-ab3c-7a5dc674de20,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.8345,0.8333,8.9330,3.4731,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,18,4.5000,0.0703,4,branching,medium,single,4,3,dispersed,medium,5,medium,1234798500,fe8c9be7-00ce-454e-a375-256f1676f936,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.7489,0.1667,10.4700,3.0335,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,26,6.5000,0.0912,4,branching,medium,single,4,3,dispersed,medium,5,medium,1539335458,38b9bd28-dd90-487f-898e-d6dfde844944,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,8.9650,0.3333,12.0466,3.1998,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,16,4.0000,0.0447,4,branching,medium,single,4,3,dispersed,medium,5,medium,1357827065,a406add2-f8ea-489d-b7de-6d673dcb6dc8,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.1133,0.5000,10.2787,3.0687,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,19,4.7500,0.0682,4,branching,medium,single,4,3,dispersed,medium,5,medium,223472341,cff480bc-26e1-49b7-99f4-18ee2ad874f9,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.6641,1.0000,5.3157,2.6016,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,15,3.7500,0.0426,4,branching,medium,single,4,3,dispersed,medium,5,medium,1609213598,45e08b70-bfb5-4f4f-9d80-ed6856a88f87,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.5987,1.0000,4.9060,3.1320,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,17,4.2500,0.0457,4,branching,medium,single,4,3,dispersed,medium,5,medium,2001301644,f99165df-53e3-40a4-a059-a54feb70a94b,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.6586,0.8333,12.4802,11.4617,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,24,6.0000,0.0829,4,branching,medium,single,4,3,dispersed,medium,5,medium,956525811,66527638-2f4d-4891-9ef9-d0f3b3919e94,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.8515,0.5000,9.3658,3.2213,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,19,4.7500,0.0752,4,branching,medium,single,4,3,dispersed,medium,5,medium,1072492030,0e6242d5-7900-49c9-b3ae-1b21ab79a19d,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.7702,0.6667,10.6187,3.6400,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,21,5.2500,0.0754,4,branching,medium,single,4,3,dispersed,medium,5,medium,1359828861,4b264d90-f5b1-4ef0-ac90-54118c8b5e2a,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.7068,0.8333,6.6133,2.6608,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,19,4.7500,0.0760,4,branching,medium,single,4,3,dispersed,medium,5,medium,627367506,26456c5f-b506-4966-80dc-31a59b82b8c9,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.7424,0.5000,9.6413,2.5184,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,17,4.2500,0.0515,4,branching,medium,single,4,3,dispersed,medium,5,medium,2515371,d62203b8-7bbc-4992-beb0-b9dce0149c54,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.9373,0.3333,13.1937,3.3372,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,16,4.0000,0.0462,4,branching,medium,single,4,3,dispersed,medium,5,medium,1193451776,86052daf-f172-43ec-b25b-6a4a2619ce72,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.6864,0.5000,11.9640,3.3793,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,19,4.7500,0.0740,4,branching,medium,single,4,3,dispersed,medium,5,medium,677117168,8fc1f269-8d60-417f-b8a0-e8a9a257172b,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.0074,0.6667,9.1925,3.0591,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,18,4.5000,0.0571,4,branching,medium,single,4,3,dispersed,medium,5,medium,872571303,d731e4d8-9dc5-4249-8fff-d7fa9eadf7e5,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.8372,0.6667,6.9213,3.1248,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,21,5.2500,0.0619,4,branching,medium,single,4,3,dispersed,medium,5,medium,967965647,400a4356-4259-4d66-8716-4e8790e59507,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.7042,0.3333,18.6391,3.3901,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,18,4.5000,0.0515,4,branching,medium,single,4,3,dispersed,medium,5,medium,1741628833,f513ab12-0e90-4425-92b0-4243fa9ef5f9,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,8.0375,1.0000,6.8088,3.3476,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,17,4.2500,0.0471,4,branching,medium,single,4,3,dispersed,medium,5,medium,2119256407,d8b42c09-6efc-4dfd-91b5-4d58740bc45f,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.6803,0.5000,13.4249,11.8451,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,23,5.7500,0.0701,4,branching,medium,single,4,3,dispersed,medium,5,medium,152621406,fd9b4696-0da9-4df3-836c-8224bc1e20ff,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.8534,0.5000,6.6811,2.6619,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,21,5.2500,0.0800,4,branching,medium,single,4,3,dispersed,medium,5,medium,1532438898,55d2f5d5-1187-4314-8098-2e85afb06425,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.8025,0.5000,6.7561,2.6733,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,20,5.0000,0.0573,4,branching,medium,single,4,3,dispersed,medium,5,medium,642104010,2bf1c341-e124-4d79-a37b-7ab2c7de349a,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.8646,0.3333,12.1085,3.1593,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,20,5.0000,0.0782,4,branching,medium,single,4,3,dispersed,medium,5,medium,789146851,bc445f9e-79e7-4dab-9bcd-c59c7c0d6710,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.7833,0.3333,12.8458,11.5370,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,23,5.7500,0.0896,4,branching,medium,single,4,3,dispersed,medium,5,medium,752428131,b26c1310-e71a-4799-812b-87c62b5576a9,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.5899,0.8333,6.4683,3.3677,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,16,4.0000,0.0462,4,branching,medium,single,4,3,dispersed,medium,5,medium,63552628,b43daa9b-5e36-4295-b361-90d058ab3f03,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.1153,1.0000,6.5591,3.1890,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,16,4.0000,0.0494,4,branching,medium,single,4,3,dispersed,medium,5,medium,1509925464,888e6716-c0f4-4056-91c8-86fd4271715c,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.4907,0.6667,8.9926,2.5740,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,17,4.2500,0.0532,4,branching,medium,single,4,3,dispersed,medium,5,medium,1606249106,83cc0ded-41d2-45ea-91ac-a4747187b5f1,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.6520,1.0000,3.1926,2.6579,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,23,5.7500,0.0887,4,branching,medium,single,4,3,dispersed,medium,5,medium,1863686938,928ea4d3-e2ae-4bb8-91ce-e41c0ec6495d,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.5828,0.6667,9.4597,3.0726,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,14,3.5000,0.0361,4,branching,medium,single,4,3,dispersed,medium,5,medium,1608769735,225cec5c-b438-45eb-ad0b-660bd7900ee0,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.7505,0.6667,9.5111,3.0697,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,18,4.5000,0.0528,4,branching,medium,single,4,3,dispersed,medium,5,medium,1175078854,f862b2e9-cbf2-4294-8e58-4b5c413e76c4,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,6.7606,0.6667,9.9434,3.2053,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,21,5.2500,0.0749,4,branching,medium,single,4,3,dispersed,medium,5,medium,1016531181,6ba83c14-561e-427e-98ef-96eea3fe3744,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.6576,0.8333,9.2166,7.9805,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,22,5.5000,0.1097,4,branching,medium,single,4,3,dispersed,medium,5,medium,1663530621,6e45b6d8-f6ad-49c5-add5-5b41e7aec0c8,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.0275,0.8333,6.6328,3.0694,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,14,3.5000,0.0464,4,branching,medium,single,4,3,dispersed,medium,5,medium,1341177559,dee631ef-4918-412d-a202-fce4fd504c20,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,9.7794,0.3333,9.7034,3.1509,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,18,4.5000,0.0795,4,branching,medium,single,4,3,dispersed,medium,5,medium,1067051987,c7d0d056-4644-41ab-a7b5-8f80ec9a41f8,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.7165,0.6667,11.6790,8.3911,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,21,5.2500,0.0553,4,branching,medium,single,4,3,dispersed,medium,5,medium,2019005637,79b63dff-d251-41ed-9a0e-d8abc54cfaf1,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.8612,0.3333,12.8618,3.3786,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,18,4.5000,0.0910,4,branching,medium,single,4,3,dispersed,medium,5,medium,108961611,9104326f-137b-4a8c-8591-b1239bb531bd,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.5404,0.6667,9.9713,2.9613,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,18,4.5000,0.0783,4,branching,medium,single,4,3,dispersed,medium,5,medium,960829861,0317c415-cadd-4c44-adb3-745dea87f1c1,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.1378,0.3333,13.5236,3.5095,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,15,3.7500,0.0480,4,branching,medium,single,4,3,dispersed,medium,5,medium,141081551,06d7a133-81a6-4027-b29f-d963d96719dc,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.0408,1.0000,6.7366,3.1338,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,15,3.7500,0.0375,4,branching,medium,single,4,3,dispersed,medium,5,medium,1750844642,4b6a2184-4bdb-4252-995f-374e5f35a4f9,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.6748,0.5000,10.1632,2.8969,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,18,4.5000,0.0601,4,branching,medium,single,4,3,dispersed,medium,5,medium,403334255,0b110d9b-3dc2-43c9-a733-455ff4856795,true,,
5,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.6864,0.3333,10.4557,3.4238,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,22,5.5000,0.0745,4,branching,medium,single,4,3,dispersed,medium,5,medium,501735951,45c8ab35-cc12-4e09-9e97-51d03b5cf4e0,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.1886,0.5000,9.9903,3.7126,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,19,4.7500,0.0867,4,branching,medium,single,4,3,dispersed,medium,5,medium,1639707334,13769d48-1e93-4efc-ac44-63bfc817667e,true,,
5,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,8.9033,0.6667,8.2033,3.2422,0.2500,1.5000,0.0000,1,0,1,1,0.0000,0.6667,18,4.5000,0.0699,4,branching,medium,single,4,3,dispersed,medium,5,medium,42149421,6a0d8f37-5a5d-4cb4-9905-6896c1264d6e,true,,
