withinFormRange,roomCount,doorCount,avgConnectivity,graphDiameter,maxDepth,cyclicityMeasure,entryPointCount,doorsOpen,doorsClosed,doorsLocked,lockedDoorFraction,avgEntityDistanceFromEntry,entityClusteringCoefficient,avgHostageTerroristDistance,minHostageTerroristDistance,entityDepthVariance,avgEntityDepth,avgPatrolRouteLength,stationaryGuardCount,patrolCount,roamingGuardCount,hostageGuardianCount,patrolCoverage,avgWaypointCount,totalFurnitureCount,avgFurniturePerRoom,furnitureFloorCoverage,furnishedRoomCount,layoutType,roomSizeCategory,entryType,configRoomCount,configTerroristCount,placementStrategy,hostageRiskLevel,difficultyLevel,randomnessLevel,seedUsed,scenarioId,validationPassed,validationWarnings,errorMessage,failureCategory,seedRetries
true,4,4,2.0000,2,2,0.2500,1,0,4,0,0.0000,13.7003,0.5000,17.8421,7.6727,0.1875,1.2500,0.0000,1,0,1,1,0.0000,1.0000,16,4.0000,0.0270,4,loop,large,single,4,3,deep,high,4,low,1937714362,595f2197-ee37-4b11-81e5-1206e79c13a6,true,,,none,1
true,4,3,1.5000,2,1,0.0000,3,0,2,1,0.3333,6.8154,0.0000,8.9223,8.9223,0.0000,1.0000,0.0000,0,0,0,1,0.0000,0.0000,8,2.0000,0.0346,4,hub_and_spoke,small,multiple,4,1,front_loaded,high,5,medium,1266249525,ec816aab-44c4-4022-8418-cd6f301faee4,true,,,none,0
false,15,14,1.8667,2,1,0.0000,1,0,13,1,0.0714,7.6158,1.0000,2.0492,1.5018,0.0000,1.0000,2.0000,0,1,1,1,0.0667,1.3333,110,7.3333,0.1003,15,hub_and_spoke,medium,single,15,3,clustered,low,1,high,829052071,178069e8-c04e-4a22-a76b-6882fe3caf85,true,,,none,0
false,9,10,2.2222,4,3,0.2000,3,3,7,0,0.0000,11.2197,0.7619,14.5634,7.4091,0.1224,1.1429,3.0000,2,1,2,1,0.2222,1.8333,43,4.7778,0.0372,9,loop,large,multiple,9,6,front_loaded,low,5,high,141124969,6700084c-7fd0-42c2-9aa7-5cef5548ca05,true,,,none,0
false,11,10,1.8182,5,3,0.0000,1,2,7,1,0.1000,15.4367,0.0000,8.3723,8.3723,0.0000,3.0000,0.0000,0,0,0,1,0.0000,0.0000,29,2.6364,0.0589,11,branching,small,single,11,1,deep,low,2,medium,1096222619,95348da7-a6f4-4794-89db-71594974df5a,true,,,none,0
false,4,3,1.5000,3,3,0.0000,1,0,2,1,0.3333,12.7317,0.8889,4.0685,1.5078,0.2469,2.5556,3.0000,2,3,2,1,0.5000,2.1250,5,1.2500,0.0281,4,linear,small,single,4,8,clustered,low,1,medium,1002672001,6ed1ff73-b33e-4b37-bbd5-4ed56bc6b2e2,true,,,none,0
false,6,5,1.6667,5,5,0.0000,2,2,2,1,0.2000,16.2458,1.0000,5.0303,1.5158,0.2449,4.5714,3.0000,1,2,2,1,0.3333,2.3333,22,3.6667,0.0417,6,linear,medium,multiple,6,6,clustered,low,2,high,1218330942,35e1b1a1-ea4e-4c21-bfdf-2613a73f6f60,true,,,none,3
false,8,7,1.7500,5,3,0.0000,1,1,5,1,0.1429,19.3436,0.5000,17.4080,1.5813,0.2500,2.5000,4.0000,0,1,1,1,0.3750,2.3333,60,7.5000,0.0646,8,branching,large,single,8,3,deep,high,1,high,289819590,36fdfc8b-fc54-4694-9251-8992602e8022,true,,,none,0
false,15,15,2.0000,7,7,0.0667,1,0,15,0,0.0000,52.2718,0.5714,12.7575,2.0106,0.9375,5.7500,4.0000,1,3,2,1,0.4000,2.8571,45,3.0000,0.0269,15,loop,large,single,15,7,deep,medium,1,low,340498391,7f025a12-66c7-48a4-a366-1eb81ccf0ae3,true,,,none,0
false,11,10,1.8182,5,3,0.0000,3,0,9,1,0.1000,13.0787,0.0000,28.6744,22.3362,0.2222,2.3333,0.0000,1,0,0,1,0.0000,0.0000,54,4.9091,0.0693,11,branching,medium,multiple,11,2,deep,high,5,low,898136019,495bcfc2-14bd-48fd-8c9a-929b755282bb,true,,,none,0
false,14,13,1.8571,5,3,0.0000,1,0,12,1,0.0769,13.3698,1.0000,1.7839,1.7839,0.0000,3.0000,0.0000,0,0,0,1,0.0000,0.0000,30,2.1429,0.0526,14,branching,small,single,14,1,clustered,low,4,low,2141940826,3f1436d0-538d-4be5-bf50-395c082cd7a3,true,,,none,2
false,7,7,2.0000,3,3,0.1429,1,0,7,0,0.0000,11.9210,0.6667,8.4895,5.4728,0.6667,2.0000,3.0000,0,1,0,1,0.2857,1.5000,7,1.0000,0.0230,7,loop,small,single,7,2,dispersed,low,2,low,988360702,6d5c93e0-c5a0-49ed-82b3-af8a67c98595,true,,,none,0
false,12,11,1.8333,5,3,0.0000,1,0,10,1,0.0909,6.4000,0.4667,10.6617,5.2815,0.1389,1.1667,3.0000,1,1,2,1,0.1667,2.0000,17,1.4167,0.0331,12,branching,small,single,12,5,front_loaded,high,3,low,1844779361,447c6651-3b3f-4690-8688-9906a3e0b2a8,true,,,none,0
false,10,10,2.0000,5,5,0.1000,1,0,10,0,0.0000,33.8773,0.6071,9.2885,3.1043,0.2500,4.5000,4.0000,3,1,2,1,0.3000,1.7143,19,1.9000,0.0248,10,loop,medium,single,10,7,clustered,high,5,low,629393992,10a4eb93-37c3-4c42-8073-55b7e890ed93,false,"EntityBounds: entity terrorist_01 at (37.80, 2.20) exceeds room room_06 interior bounds (centre=(40.00, 0.00), half-extents=(2.20, 2.20))",,EntityBounds,3
false,10,11,2.2000,5,3,0.1818,3,5,6,0,0.0000,15.6442,0.4286,17.1645,2.3831,0.2449,2.5714,4.0000,1,2,2,1,0.3000,2.6667,49,4.9000,0.0468,10,loop,large,multiple,10,6,deep,high,2,high,50105111,2a7e9716-2241-4341-bbf1-1442e29ee0ec,true,,,none,0
false,6,7,2.3333,3,2,0.2857,1,2,5,0,0.0000,11.7160,0.6667,11.9340,1.8609,0.2500,1.5000,4.0000,1,2,1,1,0.5000,2.2000,37,6.1667,0.0590,6,loop,large,single,6,5,dispersed,medium,1,medium,560812606,86cec9d4-e19a-4be4-abb2-43e022bf9b01,true,,,none,0
false,14,14,2.0000,7,7,0.0714,1,1,13,0,0.0000,14.3507,0.5000,32.8571,16.8111,0.6875,2.2500,3.5000,2,2,2,1,0.2143,2.1429,45,3.2143,0.0392,14,loop,medium,single,14,7,front_loaded,low,3,high,369921275,508430bb-799a-490f-a6b2-85171acbf7b3,true,,,none,0
false,6,5,1.6667,5,5,0.0000,1,0,4,1,0.2000,13.0263,0.8929,13.5419,7.8627,0.4844,1.6250,3.0000,3,1,2,1,0.3333,1.2857,34,5.6667,0.0432,6,linear,large,single,6,7,front_loaded,medium,4,medium,336754458,5eb53bda-7563-4afa-9cba-c53866898c42,true,,,none,0
false,9,9,2.0000,4,4,0.1111,1,1,8,0,0.0000,21.9063,0.0000,42.8196,42.8196,1.0000,3.0000,0.0000,0,0,0,1,0.0000,0.0000,31,3.4444,0.0543,9,loop,medium,single,9,1,deep,medium,4,high,759497743,62f6260c-4825-479c-95aa-ec935009d667,true,,,none,0
false,7,6,1.7143,4,2,0.0000,1,0,5,1,0.1667,10.3589,0.6667,7.3958,3.1092,0.2041,1.7143,4.0000,2,1,2,1,0.4286,1.6667,29,4.1429,0.0596,7,branching,medium,single,7,6,deep,high,5,low,586069111,4285773f-db13-444d-a187-55ef1f1832af,true,,,none,0
false,4,3,1.5000,3,3,0.0000,2,0,2,1,0.3333,12.5970,0.9444,4.2193,1.6133,0.2469,2.5556,3.0000,3,1,3,1,0.5000,1.6250,5,1.2500,0.0229,4,linear,small,multiple,4,8,clustered,high,4,medium,304437517,3ea64ce1-eb08-4fd0-84e9-6227f346b9a4,false,EntityOverlap: entities 'terrorist_03' and 'terrorist_07' are 1.20m apart (< minimum clearance 1.5m),,EntityOverlap,3
false,14,13,1.8571,6,3,0.0000,3,0,12,1,0.0769,6.6521,0.8000,5.8884,5.2843,0.1600,1.2000,3.0000,0,2,1,1,0.1429,2.5000,26,1.8571,0.0415,14,branching,small,multiple,14,4,front_loaded,medium,1,low,1084193474,5727ae54-7b4f-4c74-8b24-812ac8d98709,true,,,none,0
false,9,8,1.7778,2,1,0.0000,3,0,7,1,0.1250,6.6572,0.3333,12.3945,10.9040,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,30,3.3333,0.0788,9,hub_and_spoke,small,multiple,9,3,deep,high,4,high,1331633545,09328e66-7d18-4153-be26-cbbc69b9ac93,false,"EntityBounds: entity terrorist_01 at (-1.37, 7.35) exceeds room room_04 interior bounds (centre=(-0.17, 6.15), half-extents=(1.20, 1.20))",,EntityBounds,3
false,9,9,2.0000,4,4,0.1111,1,5,4,0,0.0000,8.5122,0.3810,10.5680,2.1388,1.3878,2.4286,3.0000,1,2,2,1,0.4444,2.3333,12,1.3333,0.0330,9,loop,small,single,9,6,dispersed,medium,2,high,1002498376,f15c3a0b-9688-456f-b767-299a312e218e,true,,,none,1
false,8,7,1.7500,4,2,0.0000,3,0,6,1,0.1429,7.6051,0.6667,8.4670,3.7051,0.0000,1.0000,0.0000,1,0,1,1,0.0000,1.3333,36,4.5000,0.0670,8,branching,medium,multiple,8,3,front_loaded,medium,4,low,184161702,dee9701c-5988-424a-aa64-d6f41da83e2d,true,,,none,0
false,10,9,1.8000,9,9,0.0000,2,0,8,1,0.1111,48.1017,0.0000,22.6729,22.6729,2.2500,7.5000,0.0000,0,0,0,1,0.0000,0.0000,36,3.6000,0.0342,10,linear,large,multiple,10,1,deep,high,1,medium,1056930871,579995ea-8125-4842-a36d-34570375081e,true,,,none,0
false,9,9,2.0000,4,4,0.1111,1,3,6,0,0.0000,11.1958,1.0000,1.7654,1.7654,0.0000,4.0000,0.0000,0,0,0,1,0.0000,0.0000,32,3.5556,0.0420,9,loop,medium,single,9,1,clustered,medium,2,high,742047664,8e62d3e2-62d4-477a-a36a-0c3b34d5237b,true,,,none,1
false,10,9,1.8000,5,3,0.0000,3,4,4,1,0.1111,16.5195,0.3810,23.6689,9.5774,0.6939,2.1429,4.0000,1,2,2,1,0.6000,2.3333,102,10.2000,0.0989,10,branching,large,multiple,10,6,dispersed,high,1,high,2147111726,6ee923b0-63ec-48e8-9220-bcd97b474f89,true,,,none,0
false,14,13,1.8571,2,1,0.0000,3,0,12,1,0.0769,5.9492,1.0000,1.4937,1.1852,0.0000,1.0000,2.0000,0,3,3,1,0.0714,1.7143,39,2.7857,0.0609,14,hub_and_spoke,small,multiple,14,7,clustered,medium,1,medium,1563075232,9bbedaed-6558-4d70-a75c-e6b29f1f2e83,false,EntityOverlap: entities 'hostage_01' and 'terrorist_05' are 1.26m apart (< minimum clearance 1.5m),,EntityOverlap,3
false,12,12,2.0000,6,6,0.0833,1,0,12,0,0.0000,51.5024,0.4286,13.4078,4.2856,0.5306,5.4286,4.0000,2,1,2,1,0.2500,2.0000,37,3.0833,0.0259,12,loop,large,single,12,6,deep,high,5,low,126312522,3e86b4f5-1c6a-41cc-8ab8-614b6acef9af,false,"EntityBounds: entity terrorist_01 at (36.80, 13.20) exceeds room room_08 interior bounds (centre=(40.00, 10.00), half-extents=(3.20, 3.20))",,EntityBounds,3
false,14,14,2.0000,7,7,0.0714,1,0,14,0,0.0000,24.8794,0.0000,41.8358,41.8358,9.0000,4.0000,0.0000,0,0,0,1,0.0000,0.0000,9,0.6429,0.0119,8,loop,small,single,14,1,dispersed,medium,5,low,498388758,ce0a2e4b-225e-4edc-85b9-95de48f0f0fc,true,,,none,0
false,15,14,1.8667,6,3,0.0000,3,0,13,1,0.0714,11.8600,0.5238,14.9029,7.0829,0.1224,1.1429,4.0000,2,1,2,1,0.2000,1.6667,103,6.8667,0.0564,15,branching,large,multiple,15,6,front_loaded,low,5,low,1313854747,d8051802-a960-472a-b52c-268f30eb2779,true,,,none,2
false,15,14,1.8667,7,4,0.0000,3,5,8,1,0.0714,22.7752,0.1667,25.7445,15.0073,1.2500,2.5000,0.0000,1,0,1,1,0.0000,1.0000,120,8.0000,0.0764,15,branching,large,multiple,15,3,dispersed,medium,4,high,1958178101,786744bd-f3a5-4ad3-b8ec-1f4a48a08377,true,,,none,0
false,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,6.2214,0.3929,9.1759,2.2037,0.0000,1.0000,2.0000,0,1,5,1,0.2500,1.7143,7,1.7500,0.0444,3,branching,small,single,4,7,deep,low,5,low,275898346,28f8bfb0-5b77-4b16-a8d1-1760c4d6f748,true,,,none,0
false,14,13,1.8571,2,1,0.0000,3,0,12,1,0.0769,8.5685,0.4000,14.2208,11.3375,0.0000,1.0000,2.0000,0,1,3,1,0.0714,1.6000,94,6.7143,0.0895,14,hub_and_spoke,medium,multiple,14,5,deep,low,4,medium,1695479331,6733ab91-9f5b-4db9-a6b8-e3d42f6090e9,true,,,none,0
false,6,6,2.0000,3,3,0.1667,3,1,5,0,0.0000,9.5705,0.3889,8.4212,1.5522,0.6667,2.0000,3.0000,3,1,3,1,0.3333,1.6250,7,1.1667,0.0275,5,loop,small,multiple,6,8,dispersed,medium,4,medium,120007681,d0afc458-0f9c-40cb-b984-2434f0215fbb,true,,,none,0
false,13,12,1.8462,12,12,0.0000,2,0,11,1,0.0833,39.5744,0.3333,85.0890,79.7934,24.6667,5.0000,0.0000,0,0,1,1,0.0000,1.5000,21,1.6154,0.0179,13,linear,medium,multiple,13,2,dispersed,medium,3,low,1365543385,146268a2-974a-4c44-a5bb-027bcecb831f,true,,,none,0
false,13,12,1.8462,2,1,0.0000,3,0,11,1,0.0833,7.9004,0.6190,9.6377,1.5696,0.0000,1.0000,2.0000,0,2,3,1,0.1538,1.6667,60,4.6154,0.0608,13,hub_and_spoke,medium,multiple,13,6,deep,medium,2,low,1272615863,a4a52545-e6ff-437a-ad05-536269d14cac,true,,,none,0
false,10,11,2.2000,5,3,0.1818,3,3,8,0,0.0000,14.2052,0.5238,12.6106,1.5347,0.2449,2.4286,4.0000,1,2,2,1,0.4000,2.6667,40,4.0000,0.0563,10,loop,medium,multiple,10,6,clustered,high,2,high,1394792633,180dfeff-dd42-4cf2-8bd1-852f58205627,true,,,none,2
false,14,13,1.8571,13,13,0.0000,2,5,7,1,0.0769,16.4745,0.0000,28.9578,28.9578,36.0000,7.0000,0.0000,0,0,0,1,0.0000,0.0000,52,3.7143,0.0363,14,linear,large,multiple,14,1,dispersed,low,2,high,419336835,b017cd1d-91c1-4906-976d-e6a8b598732a,true,,,none,0
false,15,15,2.0000,7,7,0.0667,3,0,15,0,0.0000,36.1638,0.5000,5.4815,2.0091,0.1875,6.7500,4.0000,0,1,1,1,0.2000,2.6667,12,0.8000,0.0178,11,loop,small,multiple,15,3,clustered,medium,2,low,91970139,1d8be9cc-f8b7-45e0-aeec-abc4f516afe0,false,"EntityBounds: entity terrorist_01 at (34.80, 4.80) exceeds room room_09 interior bounds (centre=(36.00, 6.00), half-extents=(1.20, 1.20))",,EntityBounds,3
false,15,14,1.8667,6,3,0.0000,3,0,13,1,0.0714,16.0912,0.3214,30.1009,19.7294,0.7500,2.0000,3.6667,1,3,2,1,0.4667,2.5714,104,6.9333,0.0614,15,branching,large,multiple,15,7,dispersed,low,1,low,1908265565,8e3b8b30-6237-42c9-87fb-e3871ea36b0a,true,,,none,0
false,13,12,1.8462,7,4,0.0000,3,1,10,1,0.0833,14.1043,0.3333,15.9951,13.6222,0.2222,1.6667,0.0000,1,0,0,1,0.0000,0.0000,127,9.7692,0.0860,13,branching,large,multiple,13,2,front_loaded,medium,4,medium,1457745215,a6db8770-bdc8-42d9-bd90-260143617e34,true,,,none,0
false,15,16,2.1333,7,4,0.1250,1,6,10,0,0.0000,11.7917,0.0000,13.1329,13.1329,2.2500,2.5000,0.0000,0,0,0,1,0.0000,0.0000,22,1.4667,0.0302,15,loop,small,single,15,1,dispersed,low,3,high,300480184,db5bf961-8b3c-42b9-9a1e-61df024c421b,true,,,none,0
false,8,9,2.2500,4,2,0.2222,3,1,8,0,0.0000,13.4595,0.1667,21.8509,18.0559,0.2500,1.5000,0.0000,1,0,1,1,0.0000,1.0000,42,5.2500,0.0430,8,loop,large,multiple,8,3,dispersed,low,4,medium,723900914,5aef9051-b99e-40e5-92f3-715c3580bbed,true,,,none,2
false,8,7,1.7500,2,1,0.0000,3,0,6,1,0.1429,10.7697,0.0000,16.3011,16.3011,0.0000,1.0000,0.0000,0,0,0,1,0.0000,0.0000,55,6.8750,0.0597,8,hub_and_spoke,large,multiple,8,1,front_loaded,low,2,low,847996582,cfdbd180-e29a-420a-9c00-68acc5a4a407,true,,,none,0
false,7,6,1.7143,2,1,0.0000,3,0,5,1,0.1667,6.5203,1.0000,1.8207,1.8207,0.0000,1.0000,0.0000,0,0,0,1,0.0000,0.0000,12,1.7143,0.0424,7,hub_and_spoke,small,multiple,7,1,clustered,high,4,low,1944390408,9ba3c089-9907-43f6-87c3-b30d3b8a4502,true,,,none,0
false,3,2,1.3333,2,1,0.0000,3,0,1,1,0.5000,6.2360,0.7500,3.7093,1.3722,0.0000,1.0000,2.0000,0,1,5,1,0.3333,1.7143,6,2.0000,0.0292,3,branching,small,multiple,3,7,deep,low,4,high,1645359711,f651a0a9-59e6-46e4-b0b5-0b49d788260a,false,"EntityBounds: entity terrorist_03 at (-7.49, -1.34) exceeds room room_02 interior bounds (centre=(-6.29, -0.14), half-extents=(1.20, 1.20)); EntityOverlap: entities 'hostage_01' and 'terrorist_06' are 1.37m apart (< minimum clearance 1.5m)",,EntityBounds,3
false,6,5,1.6667,5,5,0.0000,2,0,4,1,0.2000,20.3211,1.0000,7.1594,7.1594,0.2500,4.5000,0.0000,0,0,0,1,0.0000,0.0000,12,2.0000,0.0430,6,linear,small,multiple,6,1,deep,low,1,high,998596048,381c2f9c-455e-468c-8d29-c4fb29f7ef40,true,,,none,0
false,13,12,1.8462,5,3,0.0000,3,3,8,1,0.0833,17.5750,0.0000,18.6820,18.6820,0.0000,3.0000,0.0000,0,0,0,1,0.0000,0.0000,88,6.7692,0.1012,13,branching,medium,multiple,13,1,deep,low,4,medium,2129141696,42789922-7ed8-4814-9b6d-d6b1183dcba7,true,,,none,0
false,8,7,1.7500,2,1,0.0000,1,0,6,1,0.1429,9.7704,1.0000,1.5348,1.5348,0.0000,1.0000,0.0000,0,0,0,1,0.0000,0.0000,91,11.3750,0.1024,8,hub_and_spoke,large,single,8,1,clustered,low,1,high,1448741754,e22d3734-d1f6-439d-b0a7-f95746feda0c,true,,,none,0
false,15,14,1.8667,14,14,0.0000,2,0,13,1,0.0714,93.7406,0.1667,24.8849,14.3304,2.7500,11.5000,0.0000,1,0,1,1,0.0000,1.3333,25,1.6667,0.0191,15,linear,medium,multiple,15,3,deep,high,5,low,549511323,8055bf17-c689-49fe-bd23-b13e349492f7,true,,,none,0
false,13,12,1.8462,12,12,0.0000,1,2,9,1,0.0833,23.1886,0.0000,21.6154,17.8490,2.6667,4.0000,0.0000,1,0,0,1,0.0000,0.0000,51,3.9231,0.0596,13,linear,medium,single,13,2,front_loaded,medium,5,high,227318343,ccd0f124-13e3-4a81-8564-a2515c032624,true,,,none,1
false,12,12,2.0000,6,6,0.0833,3,3,9,0,0.0000,15.5917,0.6667,12.4477,2.5982,0.2500,5.5000,4.0000,2,1,1,1,0.2500,1.6000,39,3.2500,0.0391,12,loop,medium,multiple,12,5,clustered,medium,5,high,1302964550,9f86c3df-8067-45f5-8632-0632aacb8323,false,"EntityBounds: entity terrorist_03 at (-27.74, 2.46) exceeds room room_08 interior bounds (centre=(-25.54, 0.26), half-extents=(2.20, 2.20))",,EntityBounds,3
false,6,5,1.6667,5,5,0.0000,2,0,4,1,0.2000,11.3750,1.0000,11.5804,9.6710,0.5600,1.8000,3.0000,0,2,1,1,0.3333,2.5000,38,6.3333,0.0609,6,linear,large,multiple,6,4,front_loaded,low,1,high,5749907,fd8b42be-130f-429e-8ef2-e816bdfa446a,true,,,none,0
false,8,7,1.7500,4,2,0.0000,3,0,6,1,0.1429,12.5108,1.0000,6.0683,2.0108,0.2222,1.6667,4.0000,0,1,0,1,0.3750,2.0000,87,10.8750,0.0996,8,branching,large,multiple,8,2,clustered,medium,2,medium,853520887,3999e336-b0f1-4590-8c05-a457a54bd3d8,true,,,none,0
false,7,7,2.0000,3,3,0.1429,1,2,5,0,0.0000,21.4338,0.5000,19.1712,3.1650,0.1728,2.7778,4.0000,2,2,3,1,0.5714,2.5000,30,4.2857,0.0421,7,loop,large,single,7,8,clustered,medium,3,medium,2082099630,91f9750a-85ed-4580-a9b5-11916c7624a0,true,,,none,0
true,5,4,1.6000,2,1,0.0000,1,0,3,1,0.2500,6.2431,0.3000,5.4883,1.6280,0.0000,1.0000,2.0000,0,1,2,1,0.2000,1.5000,10,2.0000,0.0497,5,hub_and_spoke,small,single,5,4,deep,low,3,medium,1974037343,d793da3a-ab3e-4896-bfe4-c498e2394e7f,true,,,none,0
false,5,4,1.6000,3,2,0.0000,3,1,2,1,0.2500,11.1776,0.8571,5.9418,2.7777,0.2344,1.6250,4.0000,3,1,2,1,0.6000,1.7143,32,6.4000,0.0979,5,branching,medium,multiple,5,7,clustered,high,5,high,2104446915,52849253-91ba-4cf9-b170-87d53504eb66,true,,,none,1
false,7,8,2.2857,3,2,0.2500,3,2,6,0,0.0000,14.1301,0.0000,24.0831,24.0831,0.2500,1.5000,0.0000,0,0,0,1,0.0000,0.0000,42,6.0000,0.0532,7,loop,large,multiple,7,1,dispersed,high,5,high,39291748,5cd646da-b893-4516-9827-d34983fce80a,true,,,none,0
false,14,15,2.1429,7,4,0.1333,1,6,9,0,0.0000,14.9490,0.1667,21.2036,16.6286,0.1875,1.7500,0.0000,1,0,1,1,0.0000,1.0000,63,4.5000,0.0352,14,loop,large,single,14,3,front_loaded,low,5,high,260624339,cf66dbf5-e477-49b8-9c25-761a267a48db,true,,,none,1
false,7,8,2.2857,3,2,0.2500,3,1,7,0,0.0000,11.6260,0.5000,11.9198,3.0966,0.1875,1.7500,3.0000,1,1,0,1,0.2857,1.0000,24,3.4286,0.0488,7,loop,medium,multiple,7,3,clustered,medium,3,medium,1218702860,00f515ab-6bf0-4672-80b3-c9ae32544660,true,,,none,0
false,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,7.9030,0.4286,9.8286,1.5967,0.0000,1.0000,3.0000,1,3,2,1,0.5000,1.8571,14,3.5000,0.0424,4,branching,medium,single,4,7,front_loaded,medium,2,medium,874228008,3c1dbc1b-0fbd-4051-9302-4c42523ba512,true,,,none,0
false,10,9,1.8000,4,2,0.0000,1,0,8,1,0.1111,8.4993,0.5000,9.0645,1.7774,0.2400,1.6000,4.0000,0,2,1,1,0.3000,2.7500,19,1.9000,0.0389,10,branching,small,single,10,4,dispersed,high,2,low,214185873,45499bfb-b273-4343-924a-24fae6f4c532,true,,,none,1
false,9,8,1.7778,5,3,0.0000,3,0,7,1,0.1250,13.2750,1.0000,10.7213,9.9161,0.2222,1.3333,4.0000,0,1,0,1,0.3333,2.0000,79,8.7778,0.0739,9,branching,large,multiple,9,2,front_loaded,medium,2,medium,399747261,0532f917-b919-48db-983b-50049e62e605,true,,,none,0
false,13,12,1.8462,6,3,0.0000,1,0,11,1,0.0833,10.7906,0.7143,16.4109,9.7249,0.1224,1.1429,3.5000,2,2,1,1,0.3846,1.6667,81,6.2308,0.0527,13,branching,large,single,13,6,front_loaded,high,3,low,828086079,48821a70-2f96-43e4-b2a8-4a1905255c29,true,,,none,0
false,11,12,2.1818,5,3,0.1667,3,3,9,0,0.0000,12.2161,0.3333,24.3849,23.7679,0.6667,2.0000,0.0000,0,0,1,1,0.0000,2.0000,31,2.8182,0.0370,11,loop,medium,multiple,11,2,dispersed,low,3,medium,1177666248,5f929c54-7598-476d-8b4c-71e9c8e188c7,true,,,none,0
false,6,6,2.0000,3,3,0.1667,3,0,6,0,0.0000,17.0063,0.3333,14.6724,1.5160,0.6875,2.2500,3.0000,0,1,1,1,0.3333,2.3333,11,1.8333,0.0413,6,loop,medium,multiple,6,3,dispersed,high,1,low,1568881016,bb1093ed-6e3c-4a31-b909-2fec2b2dd2ef,true,,,none,1
true,5,4,1.6000,3,2,0.0000,1,0,3,1,0.2500,11.6592,0.5000,9.5839,2.8495,0.2400,1.6000,4.0000,1,1,1,1,0.6000,1.5000,29,5.8000,0.0756,5,branching,medium,single,5,4,deep,high,4,medium,1081398305,0d91fe78-26a2-4b8c-b043-14c53ebfca9e,true,,,none,0
false,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,15.8243,1.0000,5.7267,1.5029,0.2344,1.6250,3.0000,1,3,2,1,0.6667,2.1429,13,4.3333,0.0473,3,linear,large,single,3,7,deep,low,2,low,2077581080,ceb287d8-0d75-4c17-b26e-f2ef774d3dd3,false,"EntityBounds: entity terrorist_06 at (16.80, 3.20) exceeds room room_03 interior bounds (centre=(20.00, 0.00), half-extents=(3.20, 3.20))",,EntityBounds,3
false,6,5,1.6667,2,1,0.0000,3,0,4,1,0.2000,6.5665,1.0000,2.1042,2.1042,0.0000,1.0000,0.0000,0,0,0,1,0.0000,0.0000,11,1.8333,0.0406,6,hub_and_spoke,small,multiple,6,1,clustered,low,2,low,1342752868,731989fd-51bd-426a-bcb0-2b945af6346f,true,,,none,0
false,11,11,2.0000,5,5,0.0909,3,0,11,0,0.0000,30.4191,1.0000,2.0676,2.0676,0.0000,5.0000,0.0000,0,0,0,1,0.0000,0.0000,8,0.7273,0.0151,8,loop,small,multiple,11,1,clustered,medium,4,low,1244789062,59816bb4-3924-4d65-8f8b-ce4f6bd7844c,false,"EntityBounds: entity terrorist_01 at (31.20, 1.20) exceeds room room_06 interior bounds (centre=(30.00, 0.00), half-extents=(1.20, 1.20))",,EntityBounds,3
false,15,14,1.8667,14,14,0.0000,1,0,13,1,0.0714,62.3122,0.7500,17.3570,2.1835,4.7654,11.1111,4.0000,2,3,2,1,0.4000,2.5000,51,3.4000,0.0268,15,linear,large,single,15,8,deep,high,1,medium,1089445474,7e65c3ce-2233-47cf-8ebf-809507d78f77,true,,,none,0
false,6,5,1.6667,5,5,0.0000,2,0,4,1,0.2000,9.6699,0.5000,10.4453,4.7487,0.6400,1.6000,3.0000,1,1,1,1,0.3333,1.5000,5,0.8333,0.0174,5,linear,small,multiple,6,4,front_loaded,low,4,low,340160908,d0cd7847-cbe0-4375-9399-a5b2f3f12b3d,true,,,none,0
false,10,9,1.8000,2,1,0.0000,1,0,8,1,0.1111,5.5534,1.0000,7.9022,7.9022,0.0000,1.0000,0.0000,0,0,0,1,0.0000,0.0000,30,3.0000,0.0657,10,hub_and_spoke,small,single,10,1,deep,high,2,medium,494098975,a241e426-cd22-4c98-ab47-d97bf27eacf3,true,,,none,0
false,10,9,1.8000,9,9,0.0000,2,0,8,1,0.1111,20.9089,0.0000,18.1623,18.1623,2.2500,3.5000,0.0000,0,0,0,1,0.0000,0.0000,9,0.9000,0.0221,6,linear,small,multiple,10,1,front_loaded,high,1,low,543655596,05f854b7-b824-488d-a88e-22ccd2c779b3,true,,,none,0
false,15,14,1.8667,2,1,0.0000,1,0,13,1,0.0714,8.4729,1.0000,7.5822,5.1038,0.0000,1.0000,0.0000,0,0,1,1,0.0000,1.0000,164,10.9333,0.1074,15,hub_and_spoke,large,single,15,2,front_loaded,medium,5,high,1773931906,2dc0fe20-ffbf-41a9-b72b-6eed7632008e,true,,,none,0
false,3,2,1.3333,2,1,0.0000,3,0,1,1,0.5000,8.5750,1.0000,2.9453,2.2518,0.0000,1.0000,2.0000,0,1,3,1,0.3333,1.6000,16,5.3333,0.0814,3,hub_and_spoke,medium,multiple,3,5,clustered,low,4,medium,1031153358,455704cc-b471-412f-92f1-3f53a32e8203,true,,,none,0
