withinFormRange,roomCount,doorCount,avgConnectivity,graphDiameter,maxDepth,cyclicityMeasure,entryPointCount,doorsOpen,doorsClosed,doorsLocked,lockedDoorFraction,avgEntityDistanceFromEntry,entityClusteringCoefficient,avgHostageTerroristDistance,minHostageTerroristDistance,entityDepthVariance,avgEntityDepth,avgPatrolRouteLength,stationaryGuardCount,patrolCount,roamingGuardCount,hostageGuardianCount,patrolCoverage,avgWaypointCount,totalFurnitureCount,avgFurniturePerRoom,furnitureFloorCoverage,furnishedRoomCount,layoutType,roomSizeCategory,entryType,configRoomCount,configTerroristCount,placementStrategy,hostageRiskLevel,difficultyLevel,randomnessLevel,seedUsed,scenarioId,validationPassed,validationWarnings,errorMessage,failureCategory,seedRetries
false,9,8,1.7778,2,1,0.0000,1,0,7,1,0.1250,6.1431,1.0000,1.4529,1.0874,0.0000,1.0000,2.0000,0,2,5,1,0.1111,1.7500,28,3.1111,0.0736,9,hub_and_spoke,small,single,9,8,clustered,high,3,high,887789185,eefffbf5-c9da-4cd5-b274-e9b8cfcc0db0,false,"EntityBounds: entity terrorist_01 at (-1.52, 7.27) exceeds room room_07 interior bounds (centre=(-0.32, 6.07), half-extents=(1.20, 1.20)); EntityOverlap: entities 'hostage_01' and 'terrorist_05' are 1.32m apart (< minimum clearance 1.5m)",,EntityBounds,3
false,4,4,2.0000,2,2,0.2500,1,0,4,0,0.0000,6.1808,0.6944,3.9347,1.3116,0.0000,1.0000,3.0000,2,3,2,1,0.5000,1.8750,5,1.2500,0.0363,4,loop,small,single,4,8,front_loaded,low,2,low,449536700,9909078c-fd24-423d-9b0e-6f9e8781eea0,false,EntityOverlap: entities 'hostage_01' and 'terrorist_07' are 1.31m apart (< minimum clearance 1.5m),,EntityOverlap,3
false,13,12,1.8462,12,12,0.0000,1,0,11,1,0.0833,77.2627,0.3333,28.4898,8.5504,6.8889,9.6667,4.0000,0,1,0,1,0.2308,2.0000,22,1.6923,0.0266,13,linear,medium,single,13,2,deep,low,1,low,1427901140,024bde9d-2c72-4bcf-ad7b-0eaacd2c9c9d,true,,,none,0
false,12,11,1.8333,2,1,0.0000,1,0,10,1,0.0909,8.7637,1.0000,2.5782,1.5404,0.0000,1.0000,2.0000,0,3,3,1,0.0833,1.7143,86,7.1667,0.1045,12,hub_and_spoke,medium,single,12,7,clustered,low,2,high,1990887569,6da4daa0-9b42-43b5-a83a-7aa5931bdcb3,true,,,none,1
true,3,2,1.3333,2,2,0.0000,2,0,1,1,0.5000,16.2632,1.0000,5.7466,1.8303,0.2222,1.6667,3.0000,0,1,0,1,0.6667,1.5000,12,4.0000,0.0262,3,branching,large,multiple,3,2,dispersed,medium,1,low,1146514903,7d141222-43ae-4b9f-90dc-a33a53254fef,true,,,none,0
false,8,8,2.0000,4,4,0.1250,3,0,8,0,0.0000,24.4626,0.5000,24.9359,21.6012,0.5000,3.0000,4.0000,0,1,1,1,0.3750,2.6667,27,3.3750,0.0383,8,loop,large,multiple,8,3,deep,medium,1,low,1429477605,f96d0efb-4cce-40a0-825e-0770b4521621,true,,,none,0
false,10,11,2.2000,5,3,0.1818,1,2,9,0,0.0000,20.0841,0.3333,10.2044,1.6036,0.2222,2.6667,4.0000,0,1,0,1,0.3000,2.0000,40,4.0000,0.0487,10,loop,medium,single,10,2,clustered,low,2,high,298483335,65496e63-2b9f-41d8-84b6-a43a0b5146d3,true,,,none,0
false,5,5,2.0000,2,2,0.2000,3,0,5,0,0.0000,15.0018,0.8000,8.7903,1.8578,0.2500,1.5000,3.0000,1,2,1,1,0.4000,1.8000,18,3.6000,0.0340,5,loop,large,multiple,5,5,deep,high,1,low,1936233898,e74f9a14-f526-4883-991e-f5320c09e45c,true,,,none,0
false,14,13,1.8571,2,1,0.0000,3,0,12,1,0.0769,7.9628,1.0000,2.7939,1.9069,0.0000,1.0000,2.0000,0,1,5,1,0.0714,1.7143,106,7.5714,0.1115,14,hub_and_spoke,medium,multiple,14,7,clustered,high,4,high,1333923114,68e9a654-a8ed-4274-bac2-c17f99c92160,true,,,none,0
false,7,7,2.0000,3,3,0.1429,1,0,7,0,0.0000,15.1274,0.8056,14.0063,7.6037,0.2222,2.3333,4.0000,2,2,3,1,0.4286,2.5000,15,2.1429,0.0364,7,loop,medium,single,7,8,deep,low,3,low,866002449,970c0a80-7026-496e-9e8b-3b267af2c581,true,,,none,0
true,3,2,1.3333,2,2,0.0000,2,0,1,1,0.5000,10.8824,1.0000,5.0709,2.3822,0.2400,1.6000,3.0000,1,1,1,1,0.6667,1.5000,9,3.0000,0.0412,3,linear,medium,multiple,3,4,dispersed,high,3,medium,229478804,6c4bf814-e210-415c-89be-4318e55050f0,true,,,none,0
false,7,6,1.7143,5,3,0.0000,1,0,5,1,0.1667,11.7445,0.6000,20.9589,10.4863,0.1389,1.1667,3.0000,1,1,2,1,0.2857,1.8000,47,6.7143,0.0739,7,branching,large,single,7,5,front_loaded,high,3,low,1925067603,008b0556-5c20-433d-a411-dcd48df3d5d6,true,,,none,0
false,9,8,1.7778,5,3,0.0000,3,0,7,1,0.1250,25.3403,0.8889,7.7208,4.2181,0.2469,2.5556,3.0000,3,1,3,1,0.2222,1.6250,66,7.3333,0.0663,9,branching,large,multiple,9,8,clustered,low,4,low,94890440,fb67683f-0f3f-48d9-89ff-45a96c721e45,false,"EntityBounds: entity terrorist_01 at (33.20, -3.20) exceeds room room_09 interior bounds (centre=(30.00, 0.00), half-extents=(3.20, 3.20))",,EntityBounds,3
false,13,12,1.8462,7,4,0.0000,3,2,9,1,0.0833,20.3254,0.4000,12.4722,4.5524,1.5833,2.5000,3.0000,2,1,1,1,0.1538,1.2000,113,8.6923,0.0857,13,branching,large,multiple,13,5,dispersed,high,4,medium,337579832,02dcdd5d-0799-4618-9510-15e5e65714c9,false,"EntityBounds: entity terrorist_02 at (23.20, -3.20) exceeds room room_05 interior bounds (centre=(20.00, 0.00), half-extents=(3.20, 3.20))",,EntityBounds,3
false,5,5,2.0000,2,2,0.2000,3,0,5,0,0.0000,9.3608,0.4667,5.2567,1.7124,0.1389,1.8333,3.0000,1,1,2,1,0.4000,2.2000,7,1.4000,0.0341,5,loop,small,multiple,5,5,clustered,medium,3,low,1150395070,4abcc747-0326-4185-9c28-e5bfca200194,true,,,none,0
false,9,10,2.2222,4,3,0.2000,3,1,9,0,0.0000,6.0142,0.5000,8.1532,4.4287,0.1600,1.2000,3.0000,1,1,1,1,0.2222,1.5000,11,1.2222,0.0287,8,loop,small,multiple,9,4,front_loaded,medium,4,medium,1454841489,f75853b7-730a-469d-877e-076e0b3320f8,true,,,none,0
false,11,10,1.8182,2,1,0.0000,1,0,9,1,0.1000,12.0763,0.3333,11.2517,4.4882,0.0000,1.0000,0.0000,0,0,1,1,0.0000,1.0000,111,10.0909,0.0881,11,hub_and_spoke,large,single,11,2,dispersed,low,5,high,1566551842,2d669eed-04b7-4537-b631-2ed0807e80ae,true,,,none,0
true,4,4,2.0000,2,2,0.2500,1,0,4,0,0.0000,14.6745,0.3333,14.3324,2.7240,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,14,3.5000,0.0278,4,loop,large,single,4,3,dispersed,low,3,low,1020839017,21b98a83-f069-4672-9c2b-595796823b66,true,,,none,0
false,7,6,1.7143,6,6,0.0000,1,0,5,1,0.1667,17.8530,0.1667,24.7920,17.1932,3.5000,3.0000,0.0000,1,0,1,1,0.0000,1.0000,5,0.7143,0.0152,5,linear,small,single,7,3,dispersed,low,4,low,1637920200,bc6b77e6-2507-405f-9b0d-af565220e600,false,"EntityBounds: entity terrorist_03 at (19.20, 1.20) exceeds room room_04 interior bounds (centre=(18.00, 0.00), half-extents=(1.20, 1.20))",,EntityBounds,3
false,6,5,1.6667,2,1,0.0000,1,0,4,1,0.2000,9.8223,1.0000,2.2880,1.5321,0.0000,1.0000,2.0000,0,2,2,1,0.1667,1.6000,65,10.8333,0.1006,6,hub_and_spoke,large,single,6,5,clustered,high,1,medium,665226443,1eacd1d3-09bc-43f0-b552-61c9a7e4cd19,true,,,none,0
false,15,14,1.8667,6,3,0.0000,1,0,13,1,0.0714,13.8517,0.5000,10.2979,1.8942,0.1875,2.7500,3.0000,0,1,1,1,0.1333,2.3333,55,3.6667,0.0490,15,branching,medium,single,15,3,deep,low,2,low,525184147,15c9bb1a-88c3-4302-ab0e-70ce01523f80,true,,,none,0
true,5,4,1.6000,3,2,0.0000,1,0,3,1,0.2500,12.4051,0.6000,9.3540,1.6275,0.2400,1.6000,2.5000,0,2,1,1,0.6000,2.0000,15,3.0000,0.0499,5,branching,medium,single,5,4,dispersed,medium,2,low,1649015623,e4b6643e-61b9-4835-aea4-33f7b04b137a,true,,,none,0
false,9,9,2.0000,4,4,0.1111,3,4,5,0,0.0000,9.3062,0.4000,10.2087,1.5536,1.3600,2.8000,3.0000,1,1,1,1,0.2222,1.7500,9,1.0000,0.0166,8,loop,small,multiple,9,4,dispersed,low,4,medium,402424889,5fcab4af-82ef-4b90-974c-340204038fab,true,,,none,1
true,5,4,1.6000,4,4,0.0000,1,0,3,1,0.2500,36.9247,1.0000,5.6644,1.7615,0.2222,3.6667,4.0000,0,1,0,1,0.6000,2.0000,19,3.8000,0.0285,5,linear,large,single,5,2,clustered,high,1,low,14160308,477a2bf4-46b0-42d6-bdeb-e8f97433b0ee,true,,,none,0
false,10,9,1.8000,9,9,0.0000,1,0,8,1,0.1111,40.1666,0.3810,16.5086,6.3285,2.4898,6.7143,4.0000,2,1,2,1,0.3000,2.0000,7,0.7000,0.0187,6,linear,small,single,10,6,deep,low,5,low,1647355968,7469b30b-cf92-4dc1-8603-aba40d74d893,false,"EntityBounds: entity terrorist_01 at (28.80, -1.20) exceeds room room_06 interior bounds (centre=(30.00, 0.00), half-extents=(1.20, 1.20))",,EntityBounds,3
false,14,13,1.8571,6,3,0.0000,1,4,8,1,0.0769,14.9037,1.0000,5.5333,1.5453,0.2449,2.5714,3.0000,1,2,2,1,0.1429,2.3333,80,5.7143,0.0776,14,branching,medium,single,14,6,clustered,high,2,high,1871989717,0b8e89bb-5128-44c5-b5b4-9a5806d7922c,true,,,none,3
false,9,8,1.7778,2,1,0.0000,3,0,7,1,0.1250,10.1765,0.7143,15.0263,1.6245,0.0000,1.0000,2.0000,0,2,3,1,0.2222,1.6667,66,7.3333,0.0695,9,hub_and_spoke,large,multiple,9,6,dispersed,medium,1,low,119176530,4faf9e6c-4d48-42b3-8a13-bb8bff90550a,true,,,none,0
true,3,2,1.3333,2,1,0.0000,3,0,1,1,0.5000,7.7832,1.0000,3.1382,2.7632,0.0000,1.0000,0.0000,0,0,2,1,0.0000,1.3333,15,5.0000,0.0735,3,branching,medium,multiple,3,3,clustered,low,5,medium,247881827,5f2076af-3b18-408a-bf5c-9a3743e76fbd,true,,,none,0
true,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,15.7961,0.4000,12.3493,1.6390,0.2400,1.6000,2.0000,0,2,1,1,0.2500,1.7500,20,5.0000,0.0519,4,branching,large,single,4,4,deep,low,1,low,137990292,868863e0-f6f6-4610-bbd1-4d86e01463da,true,,,none,0
false,4,4,2.0000,2,2,0.2500,1,0,4,0,0.0000,12.6912,0.6429,11.2181,3.3685,0.2500,1.5000,3.0000,2,2,2,1,0.7500,1.7143,16,4.0000,0.0297,4,loop,large,single,3,7,clustered,low,3,medium,135306911,4adb3777-1256-4132-8dcf-494642358027,true,,,none,0
false,12,11,1.8333,11,11,0.0000,1,5,5,1,0.0909,56.1240,0.8571,12.1279,8.8931,1.7143,9.0000,4.0000,1,2,2,1,0.2500,2.6667,45,3.7500,0.0390,12,linear,large,single,12,6,deep,high,2,medium,147644360,9f7f771a-1ccc-453d-9724-a362051a1427,true,,,none,0
false,15,14,1.8667,14,14,0.0000,1,4,9,1,0.0714,20.2172,0.2667,32.0152,27.7988,18.4722,4.8333,3.0000,2,1,1,1,0.1333,1.4000,19,1.2667,0.0309,15,linear,small,single,15,5,dispersed,medium,4,high,540605170,fa3a8ada-51c2-4395-91ba-3e7917efc210,false,"EntityBounds: entity terrorist_01 at (-1.40, -6.80) exceeds room room_02 interior bounds (centre=(-0.20, -5.60), half-extents=(1.20, 1.20))",,EntityBounds,3
false,6,5,1.6667,2,1,0.0000,3,0,4,1,0.2000,7.3540,0.5000,12.4112,7.8576,0.0000,1.0000,2.0000,0,1,2,1,0.1667,1.5000,27,4.5000,0.0696,6,hub_and_spoke,medium,multiple,6,4,dispersed,low,4,low,283381481,329c058a-f971-4bce-a3ba-5d2bf9de936d,true,,,none,0
false,6,5,1.6667,5,5,0.0000,1,0,4,1,0.2000,28.3715,1.0000,3.6580,2.1157,0.2222,4.6667,4.0000,0,1,0,1,0.5000,2.0000,3,0.5000,0.0057,3,linear,small,single,6,2,clustered,high,2,low,2115104037,acfb5b33-bfd7-469f-87f8-8ab9b0c125de,false,"EntityBounds: entity terrorist_01 at (31.20, 1.20) exceeds room room_06 interior bounds (centre=(30.00, 0.00), half-extents=(1.20, 1.20))",,EntityBounds,3
false,7,8,2.2857,3,2,0.2500,1,0,8,0,0.0000,11.7560,0.3333,16.3857,7.5972,0.2222,1.6667,4.0000,0,1,0,1,0.4286,2.0000,22,3.1429,0.0383,7,loop,medium,single,7,2,deep,medium,2,medium,1436362317,4f44d1cd-d4ee-47cd-8664-7e36cdb5b265,true,,,none,0
false,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.0823,0.5000,9.6042,1.6255,0.0000,1.0000,2.0000,0,3,3,1,0.2500,1.7143,16,4.0000,0.0480,4,branching,medium,single,4,7,dispersed,low,1,low,607924416,4f63d015-a697-4f83-af5a-918c643245c1,true,,,none,1
false,13,13,2.0000,6,6,0.0769,3,0,13,0,0.0000,44.1996,0.3333,12.2610,3.8227,0.8889,5.3333,0.0000,0,0,1,1,0.0000,2.0000,39,3.0000,0.0295,13,loop,large,multiple,13,2,deep,medium,3,low,1783662107,75f2a547-a7c6-4e5e-afc8-3702c8f94cfe,true,,,none,0
false,8,7,1.7500,2,1,0.0000,1,0,6,1,0.1429,10.4579,1.0000,3.2525,1.8178,0.0000,1.0000,2.0000,0,2,3,1,0.1250,1.6667,80,10.0000,0.0912,8,hub_and_spoke,large,single,8,6,clustered,low,2,medium,680286061,765b1cd4-1bbd-4f5e-8a94-3f05ba7f2af8,true,,,none,0
false,14,13,1.8571,6,3,0.0000,1,4,8,1,0.0769,10.6900,0.7857,17.1915,9.0652,0.1094,1.1250,4.0000,1,3,2,1,0.4286,2.8571,127,9.0714,0.0836,14,branching,large,single,14,7,front_loaded,high,1,high,34022932,97a17b4e-3e9c-410e-923e-557ba862e7bd,true,,,none,0
false,15,15,2.0000,7,7,0.0667,1,0,15,0,0.0000,47.7870,0.5714,11.8610,5.8155,0.9796,6.1429,4.0000,2,1,2,1,0.2000,2.0000,25,1.6667,0.0207,15,loop,medium,single,15,6,deep,low,5,low,1896370189,c2af8ca3-5e94-499d-93ba-88211736f6be,false,"EntityBounds: entity terrorist_01 at (29.80, -2.20) exceeds room room_05 interior bounds (centre=(32.00, 0.00), half-extents=(2.20, 2.20))",,EntityBounds,3
false,9,8,1.7778,2,1,0.0000,3,0,7,1,0.1250,6.7120,0.2000,8.6616,2.0186,0.0000,1.0000,2.0000,0,1,3,1,0.1111,1.6000,27,3.0000,0.0711,8,hub_and_spoke,small,multiple,9,5,front_loaded,high,5,medium,355039022,ff9acb31-a7b7-456d-895e-cb5508f4b74b,true,,,none,0
true,3,2,1.3333,2,1,0.0000,3,0,1,1,0.5000,5.4669,1.0000,2.0977,1.8927,0.0000,1.0000,2.0000,0,1,0,1,0.3333,1.0000,5,1.6667,0.0483,3,branching,small,multiple,3,2,clustered,low,2,low,734953433,98003ebb-283f-49da-954b-adde00d10187,true,,,none,0
false,12,13,2.1667,6,3,0.1538,3,7,6,0,0.0000,9.3520,0.3056,11.1460,1.7442,0.6667,2.0000,3.0000,3,1,3,1,0.1667,1.7500,19,1.5833,0.0326,12,loop,small,multiple,12,8,dispersed,low,4,high,382766101,c539a307-8bf8-4d27-91ea-acb87ef888fc,false,"EntityBounds: entity terrorist_02 at (-7.14, -4.27) exceeds room room_08 interior bounds (centre=(-5.94, -5.47), half-extents=(1.20, 1.20))",,EntityBounds,3
false,6,5,1.6667,2,1,0.0000,3,0,4,1,0.2000,8.6978,0.4643,11.3962,2.6369,0.0000,1.0000,2.0000,0,2,4,1,0.3333,1.7143,38,6.3333,0.0978,6,hub_and_spoke,medium,multiple,6,7,front_loaded,low,3,medium,1720856464,d21d8fa5-32dd-4be4-bf65-63fb81dfea5c,true,,,none,0
false,13,14,2.1538,6,4,0.1429,1,4,10,0,0.0000,13.6065,0.2857,22.2262,3.0558,1.2500,2.5000,3.0000,3,1,2,1,0.1538,1.4286,45,3.4615,0.0466,13,loop,medium,single,13,7,dispersed,low,5,high,2020518989,be4ec22b-3895-43d7-b214-79ec2be0af1d,false,"EntityBounds: entity terrorist_01 at (10.11, 2.23) exceeds room room_02 interior bounds (centre=(7.91, 0.03), half-extents=(2.20, 2.20))",,EntityBounds,3
false,9,8,1.7778,8,8,0.0000,2,0,7,1,0.1250,11.6391,0.6786,20.4351,16.8684,0.9375,1.7500,3.0000,2,2,2,1,0.2222,1.7143,46,5.1111,0.0535,9,linear,large,multiple,9,7,front_loaded,high,3,high,551133346,86f362fb-f12a-4a00-9ae0-d20e031b8cf7,true,,,none,0
true,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,5.7391,0.3333,6.2510,1.6655,0.0000,1.0000,0.0000,0,0,1,1,0.0000,1.0000,7,1.7500,0.0390,4,hub_and_spoke,small,single,4,2,dispersed,high,3,low,869317713,69eddd43-a4a5-4a2d-b5b4-1b01379b24ff,true,,,none,0
false,14,13,1.8571,7,4,0.0000,1,2,10,1,0.0769,20.4194,0.2000,18.2931,1.6294,0.6400,3.4000,3.5000,0,2,1,1,0.3571,2.7500,96,6.8571,0.0641,14,branching,large,single,14,4,deep,medium,2,medium,1048329238,8150c36b-ee92-400e-bf53-32caa1ea6b40,true,,,none,0
false,7,8,2.2857,3,2,0.2500,1,0,8,0,0.0000,16.9008,1.0000,3.5197,3.5197,0.0000,2.0000,0.0000,0,0,0,1,0.0000,0.0000,30,4.2857,0.0651,7,loop,medium,single,7,1,clustered,medium,3,high,2105545884,f773386e-4c30-4375-8995-a1faabb36cdd,true,,,none,0
false,12,11,1.8333,6,3,0.0000,3,0,10,1,0.0909,19.1628,0.4000,16.3331,9.8648,0.6667,2.0000,3.0000,2,1,1,1,0.1667,1.2000,74,6.1667,0.0571,12,branching,large,multiple,12,5,dispersed,medium,5,low,1944975551,8a4297f3-70f4-4398-8d85-60bb1b03578c,false,"EntityBounds: entity terrorist_03 at (33.20, -3.20) exceeds room room_08 interior bounds (centre=(30.00, 0.00), half-extents=(3.20, 3.20))",,EntityBounds,3
false,15,15,2.0000,7,7,0.0667,3,0,15,0,0.0000,17.1570,0.5714,19.0191,7.3201,0.8163,2.4286,3.5000,1,2,2,1,0.2000,2.5000,29,1.9333,0.0243,15,loop,medium,multiple,15,6,front_loaded,low,2,low,1384654539,375b2d64-41b3-44dc-a9a7-1777468776d7,true,,,none,0
false,9,9,2.0000,4,4,0.1111,1,0,9,0,0.0000,13.1905,0.3929,10.8166,5.8019,1.2500,2.5000,3.3333,1,3,2,1,0.5556,2.5714,9,1.0000,0.0216,8,loop,small,single,9,7,dispersed,low,2,low,153187183,dddb1e3d-599a-4e96-a4c9-5ad47aebfcf1,true,,,none,0
false,4,3,1.5000,3,3,0.0000,2,0,2,1,0.3333,15.3056,0.7333,10.2420,1.6464,0.6667,2.0000,3.0000,1,2,1,1,0.5000,2.0000,15,3.7500,0.0407,4,linear,medium,multiple,4,5,dispersed,medium,1,high,1699728112,8ab32181-6c48-4fc1-a6a4-1ea0fabab8e0,true,,,none,0
false,13,12,1.8462,2,1,0.0000,1,0,11,1,0.0833,6.0802,1.0000,1.4486,1.1842,0.0000,1.0000,2.0000,0,2,5,1,0.0769,1.7500,40,3.0769,0.0736,13,hub_and_spoke,small,single,13,8,clustered,high,3,medium,586085770,85b331fd-aee0-4278-a18c-146b84f548b1,false,EntityOverlap: entities 'hostage_01' and 'terrorist_05' are 1.21m apart (< minimum clearance 1.5m),,EntityOverlap,3
false,13,12,1.8462,6,3,0.0000,1,3,8,1,0.0833,10.9670,0.4286,11.6563,2.0551,0.2449,2.5714,3.0000,1,2,2,1,0.1538,2.3333,37,2.8462,0.0669,13,branching,small,single,13,6,deep,high,1,high,1485710045,aa6518d9-5798-4c06-b755-2b17a88ef528,true,,,none,0
false,3,2,1.3333,2,1,0.0000,3,0,1,1,0.5000,10.5416,0.8000,11.1051,3.6870,0.0000,1.0000,2.0000,0,1,3,1,0.3333,1.6000,26,8.6667,0.0809,3,branching,large,multiple,3,5,dispersed,low,3,medium,1386257206,9013a747-0655-4f61-befe-6bd3f4fee812,true,,,none,0
true,5,4,1.6000,4,4,0.0000,1,0,3,1,0.2500,13.6314,0.8333,5.5181,1.8138,0.6875,3.2500,4.0000,1,1,0,1,0.6000,1.3333,6,1.2000,0.0247,5,linear,small,single,5,3,deep,high,3,medium,47111809,18c04354-cc72-40fa-8594-b8147d29a7cf,true,,,none,0
false,11,10,1.8182,2,1,0.0000,1,0,9,1,0.1000,7.8898,0.6000,12.8814,11.7391,0.0000,1.0000,2.0000,0,2,1,1,0.1818,1.5000,82,7.4545,0.1104,11,hub_and_spoke,medium,single,11,4,front_loaded,high,2,high,1413740832,d1a06cad-186d-40d7-b7f2-72c12c7b3551,true,,,none,0
false,15,14,1.8667,14,14,0.0000,2,2,11,1,0.0714,10.9002,0.5000,16.4637,6.8637,3.6543,3.1111,3.0000,2,2,3,1,0.1333,2.2500,20,1.3333,0.0310,15,linear,small,multiple,15,8,front_loaded,high,3,medium,343531603,a4fbca3f-5b3b-4209-881a-d8cdc82cdb9e,true,,,none,0
false,8,7,1.7500,7,7,0.0000,1,0,6,1,0.1429,35.4807,0.5000,8.1733,1.8001,1.3594,5.8750,3.5000,2,2,2,1,0.3750,2.1429,4,0.5000,0.0109,3,linear,small,single,8,7,deep,high,3,low,1422008839,117485a1-d1e5-4d60-88d1-b370f79f3e80,false,"EntityBounds: entity terrorist_02 at (43.20, -1.20) exceeds room room_08 interior bounds (centre=(42.00, 0.00), half-extents=(1.20, 1.20))",,EntityBounds,3
false,8,7,1.7500,2,1,0.0000,1,0,6,1,0.1429,8.2266,0.6000,9.8789,1.6396,0.0000,1.0000,2.0000,0,2,1,1,0.2500,1.5000,58,7.2500,0.1036,8,hub_and_spoke,medium,single,8,4,deep,medium,1,medium,1310301075,0d365686-9bf5-4779-8416-3a3a2bcf3b58,true,,,none,0
true,5,4,1.6000,4,4,0.0000,1,0,3,1,0.2500,24.9230,0.7000,12.1528,1.8570,1.3600,2.8000,3.5000,0,2,1,1,0.6000,2.7500,21,4.2000,0.0346,5,linear,large,single,5,4,dispersed,high,1,medium,50601508,4fcdc7b5-07a0-4796-8667-3f51625538a2,true,,,none,0
false,6,5,1.6667,2,1,0.0000,3,0,4,1,0.2000,8.0456,0.0000,16.0911,16.0911,0.0000,1.0000,0.0000,0,0,0,1,0.0000,0.0000,39,6.5000,0.0913,6,hub_and_spoke,medium,multiple,6,1,front_loaded,medium,3,medium,1798243606,f4798144-da42-497c-9323-118bb70822f4,true,,,none,0
false,6,5,1.6667,3,2,0.0000,3,1,3,1,0.2000,13.0706,0.3333,24.2267,14.7448,0.2500,1.5000,2.0000,0,1,1,1,0.1667,1.3333,62,10.3333,0.1030,6,branching,large,multiple,6,3,deep,medium,2,high,1198616203,eb297d44-1066-4873-8528-b16aff971d44,true,,,none,0
true,3,2,1.3333,2,1,0.0000,3,0,1,1,0.5000,6.2158,0.4000,5.4637,1.7984,0.0000,1.0000,2.0000,0,1,2,1,0.3333,1.5000,4,1.3333,0.0297,3,hub_and_spoke,small,multiple,3,4,front_loaded,low,3,low,718358089,dbc1cb80-e7a7-4f09-9a42-d454bf4c0d15,true,,,none,0
false,6,5,1.6667,2,1,0.0000,3,0,4,1,0.2000,8.3300,0.5714,8.3624,2.7599,0.0000,1.0000,2.0000,0,2,3,1,0.3333,1.6667,39,6.5000,0.1006,6,hub_and_spoke,medium,multiple,6,6,deep,medium,3,medium,1836357284,0d2e4110-5526-4822-8529-4092fb3c369f,true,,,none,0
false,11,12,2.1818,5,3,0.1667,1,3,9,0,0.0000,12.5840,0.4444,8.2440,1.7238,0.2469,2.5556,4.0000,2,3,2,1,0.5455,2.5000,19,1.7273,0.0348,11,loop,small,single,11,8,deep,low,2,high,1641686125,aba0cb27-f921-4947-9521-7227bebd6b2a,true,,,none,3
true,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,6.0224,0.4000,6.7185,1.6952,0.0000,1.0000,2.0000,0,1,2,1,0.2500,1.5000,8,2.0000,0.0404,4,hub_and_spoke,small,single,4,4,deep,medium,4,medium,127270050,0d8167dc-2e40-4386-9b8a-ea2f1c5b5c14,true,,,none,0
false,12,11,1.8333,7,4,0.0000,3,4,6,1,0.0909,25.8761,1.0000,6.2783,1.5622,0.2469,3.5556,3.0000,2,3,2,1,0.1667,2.1250,109,9.0833,0.0941,12,branching,large,multiple,12,8,clustered,medium,1,high,1048701160,e0dca734-6767-48e2-97c3-7c240228cd0a,true,,,none,1
false,4,4,2.0000,2,2,0.2500,1,1,3,0,0.0000,10.4211,0.6786,7.7417,2.7149,0.2500,1.5000,3.0000,3,1,2,1,0.5000,1.2857,10,2.5000,0.0256,4,loop,medium,single,3,7,dispersed,medium,5,medium,542470655,0128c6f2-770f-4133-8b45-c27caaec903e,true,,,none,0
false,15,14,1.8667,6,3,0.0000,3,0,13,1,0.0714,21.7036,0.0000,29.6774,29.6774,1.0000,2.0000,0.0000,0,0,0,1,0.0000,0.0000,116,7.7333,0.0725,15,branching,large,multiple,15,1,dispersed,high,5,low,1818663029,8a0a7d7e-4ce5-47f2-93ba-b19a87bfa647,true,,,none,0
false,10,9,1.8000,2,1,0.0000,3,0,8,1,0.1111,11.3263,0.6667,9.2252,4.3975,0.0000,1.0000,0.0000,0,0,1,1,0.0000,1.0000,108,10.8000,0.1008,10,hub_and_spoke,large,multiple,10,2,deep,medium,3,medium,886265781,9c0902bb-0fec-4d3e-bb34-75efbca98a2f,true,,,none,0
false,15,14,1.8667,5,3,0.0000,3,1,12,1,0.0714,13.7721,1.0000,5.8035,1.5201,0.2344,2.6250,3.0000,1,3,2,1,0.1333,2.4286,170,11.3333,0.1022,15,branching,large,multiple,15,7,clustered,low,2,medium,986816086,9c0ac98d-9c03-4fdb-a66d-3cddbd2351f4,true,,,none,1
false,15,14,1.8667,14,14,0.0000,2,2,11,1,0.0714,59.1543,0.9333,3.8136,1.6364,0.2222,13.6667,3.0000,2,1,1,1,0.1333,1.2000,13,0.8667,0.0192,13,linear,small,multiple,15,5,clustered,medium,4,medium,1889033661,6db2b6ff-555b-4d9a-ad66-ec9d779d262f,false,"EntityBounds: entity terrorist_01 at (-13.20, -58.80) exceeds room room_15 interior bounds (centre=(-12.00, -60.00), half-extents=(1.20, 1.20))",,EntityBounds,3
false,5,4,1.6000,4,4,0.0000,1,2,1,1,0.2500,7.4149,0.9286,4.6168,1.7295,0.2500,1.5000,3.0000,3,1,2,1,0.4000,1.2857,9,1.8000,0.0311,5,linear,small,single,5,7,front_loaded,low,5,high,310187421,d35a3661-c1fe-4fc3-a96b-4ca28c1db88b,true,,,none,0
