variedParameter,parameterValue,roomCount,doorCount,avgConnectivity,graphDiameter,maxDepth,cyclicityMeasure,entryPointCount,doorsOpen,doorsClosed,doorsLocked,lockedDoorFraction,avgEntityDistanceFromEntry,entityClusteringCoefficient,avgHostageTerroristDistance,minHostageTerroristDistance,entityDepthVariance,avgEntityDepth,avgPatrolRouteLength,stationaryGuardCount,patrolCount,roamingGuardCount,hostageGuardianCount,patrolCoverage,avgWaypointCount,totalFurnitureCount,avgFurniturePerRoom,furnitureFloorCoverage,furnishedRoomCount,layoutType,roomSizeCategory,entryType,configRoomCount,configTerroristCount,placementStrategy,hostageRiskLevel,difficultyLevel,randomnessLevel,seedUsed,scenarioId,validationPassed,validationWarnings,errorMessage
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,9.8137,1.0000,5.2967,2.4928,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,11,3.6667,0.0970,3,branching,medium,single,3,3,dispersed,medium,3,medium,1244157328,459b4f12-ec3d-40c9-ab54-d0d4dd9ee3bc,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,9.0592,1.0000,6.4980,2.2024,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,12,4.0000,0.0527,3,branching,medium,single,3,3,dispersed,medium,3,medium,2073266231,5b286819-8cff-416c-80a7-1e27bbd0674d,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,10.6531,1.0000,6.4324,2.5164,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,11,3.6667,0.0491,3,branching,medium,single,3,3,dispersed,medium,3,medium,247175295,c05adc99-036b-474a-9597-94834992df34,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,7.5774,1.0000,7.7743,2.3571,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,13,4.3333,0.0632,3,branching,medium,single,3,3,dispersed,medium,3,medium,927007418,87d3fa11-1fed-46a9-a3ba-2d60bde85e10,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,11.5319,1.0000,7.0732,2.6055,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,10,3.3333,0.0307,3,branching,medium,single,3,3,dispersed,medium,3,medium,403104896,fbf30ad1-e97a-4d76-bd82-290f2fb9f5fd,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.1306,0.8333,5.5500,1.7417,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,14,4.6667,0.0478,3,branching,medium,single,3,3,dispersed,medium,3,medium,1724821598,42c080a4-6379-493f-b109-26f372a753ab,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,10.0339,1.0000,5.2728,2.5180,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,8,2.6667,0.0246,3,branching,medium,single,3,3,dispersed,medium,3,medium,1129038083,6fe0df16-6405-46db-bada-8ca36b0b4204,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,11.6618,1.0000,6.7931,3.3564,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,12,4.0000,0.0501,3,branching,medium,single,3,3,dispersed,medium,3,medium,1860278839,06ff7d1a-34df-4ec6-9291-cbd097d73913,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,12.0516,1.0000,6.1688,2.2031,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,11,3.6667,0.0369,3,branching,medium,single,3,3,dispersed,medium,3,medium,1066214299,06a6680a-77a6-437b-83f4-89d74dd3f91c,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,9.4514,1.0000,5.5899,2.3197,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,9,3.0000,0.0331,3,branching,medium,single,3,3,dispersed,medium,3,medium,812417161,0dde0cd0-d846-4907-9d35-bc6d64777031,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,12.2977,1.0000,5.7443,2.6659,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,9,3.0000,0.0729,3,branching,medium,single,3,3,dispersed,medium,3,medium,639464864,59b023c7-0cdc-4948-977b-25b18aae8efd,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,11.7093,1.0000,6.6449,2.6279,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,11,3.6667,0.0531,3,branching,medium,single,3,3,dispersed,medium,3,medium,1970595895,0eeeb817-71a8-4ec4-8af6-7e790ac0b5c1,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,8.7601,1.0000,6.2936,2.3534,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,9,3.0000,0.0281,3,branching,medium,single,3,3,dispersed,medium,3,medium,1739103847,8f815c1c-ec4c-4ad6-93cf-e03c014e4ebc,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.7799,0.6667,8.1759,2.3830,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,15,5.0000,0.0924,3,branching,medium,single,3,3,dispersed,medium,3,medium,1697956088,253f384c-b530-4f03-9065-d7d54dfd2c52,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,7.9980,0.8333,8.3831,1.9515,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,14,4.6667,0.0728,3,branching,medium,single,3,3,dispersed,medium,3,medium,283520250,487f40ab-b443-48c1-a4df-1f6521c93898,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,10.3924,1.0000,5.2016,2.3575,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,11,3.6667,0.0646,3,branching,medium,single,3,3,dispersed,medium,3,medium,531649708,86eaaf92-02f9-4406-9568-d3974819570a,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,6.8651,1.0000,2.5545,2.1836,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,15,5.0000,0.1041,3,branching,medium,single,3,3,dispersed,medium,3,medium,1966478554,4cbab298-6bf5-4b98-b88a-f94d7414fa1d,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,11.4910,1.0000,6.8759,3.4484,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,9,3.0000,0.0519,3,branching,medium,single,3,3,dispersed,medium,3,medium,874957623,7863c3fb-150b-4b41-a1d1-e5b4fe07cc26,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,10.3604,1.0000,6.2604,2.7787,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,11,3.6667,0.0460,3,branching,medium,single,3,3,dispersed,medium,3,medium,1424123165,6624d400-7d08-4aac-9d18-75197931b5aa,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.7327,0.5000,17.1654,16.3102,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,17,5.6667,0.0717,3,branching,medium,single,3,3,dispersed,medium,3,medium,1139723088,d8d06c3b-3495-420c-b8d2-bc66c2ec50b9,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.2398,0.6667,5.4922,1.7793,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,13,4.3333,0.0695,3,branching,medium,single,3,3,dispersed,medium,3,medium,2105393983,5b681fa9-981c-41b2-be33-87df37918d20,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,8.5111,1.0000,5.7668,1.8019,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,12,4.0000,0.0468,3,branching,medium,single,3,3,dispersed,medium,3,medium,1298977385,066b898a-fdd2-43b9-8098-e8430073c2ae,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,9.4645,1.0000,5.9859,2.4631,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,9,3.0000,0.0234,3,branching,medium,single,3,3,dispersed,medium,3,medium,1921304228,b5a463b3-bf9c-4595-a92c-751046e57925,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.5076,0.3333,11.9259,1.8983,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,15,5.0000,0.0564,3,branching,medium,single,3,3,dispersed,medium,3,medium,670793345,a5aeb6b6-e561-4ee3-9af6-66d594f475c8,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.6695,0.5000,16.9815,16.1612,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,16,5.3333,0.1151,3,branching,medium,single,3,3,dispersed,medium,3,medium,1681319816,091e7759-8724-4d35-a4db-a06560c18a2d,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.5065,0.8333,11.7622,10.7623,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,13,4.3333,0.0648,3,branching,medium,single,3,3,dispersed,medium,3,medium,1328042015,2fbd75d7-b0e9-4e0b-a3fb-2ded318d3049,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,11.5842,1.0000,6.2482,2.4119,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,10,3.3333,0.0435,3,branching,medium,single,3,3,dispersed,medium,3,medium,958092485,b0830b51-2e3d-4198-b0ad-a333d4cc4aa9,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,6.6391,1.0000,3.0860,2.5343,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,15,5.0000,0.0575,3,branching,medium,single,3,3,dispersed,medium,3,medium,1863335921,1e004350-0b53-4f38-a9a6-396662d4e2b9,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,6.9737,1.0000,7.9668,3.2821,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,19,6.3333,0.0942,3,branching,medium,single,3,3,dispersed,medium,3,medium,1160243272,5182146b-a784-4108-a5a0-014bf97a0b7e,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,11.6925,1.0000,6.0276,2.4049,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,9,3.0000,0.0350,3,branching,medium,single,3,3,dispersed,medium,3,medium,352633604,3f873602-7ecf-4818-93fb-860176d847b4,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.7316,0.6667,12.3693,10.7407,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,12,4.0000,0.0712,3,branching,medium,single,3,3,dispersed,medium,3,medium,192180589,65b9b0da-0daf-4ee9-adc6-f2bb322bf6e1,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.0653,1.0000,5.4103,2.3845,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,14,4.6667,0.0759,3,branching,medium,single,3,3,dispersed,medium,3,medium,1896379526,304655ff-8edf-4596-a640-dc490aa3a2cb,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,12.5723,1.0000,4.9944,1.9610,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,9,3.0000,0.0486,3,branching,medium,single,3,3,dispersed,medium,3,medium,1877604485,f586441f-581b-4a91-917f-833f9a2c02b1,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.3812,0.8333,5.2859,1.8925,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,16,5.3333,0.0554,3,branching,medium,single,3,3,dispersed,medium,3,medium,266614114,b97d0620-3891-47f5-9f57-0ab59d328995,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,8.9735,1.0000,5.7327,2.5828,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,9,3.0000,0.0345,3,branching,medium,single,3,3,dispersed,medium,3,medium,313453274,d4f2ace0-19e8-446b-bbd4-654638cff080,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,9.3086,1.0000,6.9263,2.2477,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,11,3.6667,0.0413,3,branching,medium,single,3,3,dispersed,medium,3,medium,697679071,678aab42-5b5e-4196-915e-5a0c15f21942,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.0256,0.8333,5.6547,2.7172,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,18,6.0000,0.1141,3,branching,medium,single,3,3,dispersed,medium,3,medium,417710795,61b264f6-2d94-47a7-b3ea-a748953b45d5,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,12.3104,1.0000,5.5868,2.2375,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,10,3.3333,0.0535,3,branching,medium,single,3,3,dispersed,medium,3,medium,488153535,d0623ac4-a4c9-482a-8615-a36b41591f62,true,,
roomCount,3,3,2,1.3333,2,1,0.0000,1,0,1,1,0.5000,8.2524,1.0000,5.7999,2.9423,0.0000,1.0000,2.0000,0,1,1,1,0.3333,1.3333,17,5.6667,0.0731,3,branching,medium,single,3,3,dispersed,medium,3,medium,1539036533,65c352ce-eb05-48c0-9367-ba8fe7874d09,true,,
roomCount,3,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,8.8813,1.0000,6.1880,2.0147,0.2500,1.5000,3.0000,1,1,0,1,0.6667,1.0000,12,4.0000,0.0419,3,branching,medium,single,3,3,dispersed,medium,3,medium,1216835245,38c58271-475c-4d23-bf9c-35d0237759a7,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.5466,0.5000,13.3082,11.0666,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,27,6.7500,0.1175,4,branching,medium,single,4,3,dispersed,medium,3,medium,254838935,fc825ea8-a39f-47f4-909d-3aabc7a26c9f,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.5496,1.0000,8.4510,2.6368,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,28,7.0000,0.1071,4,branching,medium,single,4,3,dispersed,medium,3,medium,931751353,7ce6be9f-a9a1-4ac5-b83e-bbb2e28134da,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,8.8317,1.0000,5.8601,1.7277,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,18,4.5000,0.0474,4,branching,medium,single,4,3,dispersed,medium,3,medium,66918067,16b8deba-6114-4f46-ab0b-9b5aea7833c2,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.5292,0.3333,13.2530,2.5371,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,14,3.5000,0.0640,4,branching,medium,single,4,3,dispersed,medium,3,medium,2083381756,a9b5388c-fb61-4fb9-a651-5925f3aaa107,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.6845,0.6667,8.9395,2.2407,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,19,4.7500,0.0754,4,branching,medium,single,4,3,dispersed,medium,3,medium,1102348215,6d7ebe01-b1d9-4897-a5f4-e9788a3e2827,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.9102,0.8333,8.7421,3.4405,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,23,5.7500,0.0722,4,branching,medium,single,4,3,dispersed,medium,3,medium,1117631078,622c6fec-57a2-4a5a-826f-0a95290a1ca1,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.5875,1.0000,6.1772,1.8520,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,17,4.2500,0.0484,4,branching,medium,single,4,3,dispersed,medium,3,medium,1370542550,db1e52d4-f026-4cb5-9931-7c8a5113083d,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.1667,0.3333,13.3812,2.0520,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,20,5.0000,0.0624,4,branching,medium,single,4,3,dispersed,medium,3,medium,1269151867,cda62580-7593-45e9-b83b-74f93e804bca,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.8664,0.5000,7.4543,2.1880,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,22,5.5000,0.0778,4,branching,medium,single,4,3,dispersed,medium,3,medium,1060773619,170e1c5b-dad7-4cf4-be9b-94b440aae509,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.5262,1.0000,6.5522,2.2306,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,17,4.2500,0.0768,4,branching,medium,single,4,3,dispersed,medium,3,medium,961225153,a95d763b-2350-46a0-ab38-b17ad39ea7a7,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.0260,0.6667,8.7952,2.0979,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,17,4.2500,0.0513,4,branching,medium,single,4,3,dispersed,medium,3,medium,1542558318,83a527d4-d63b-4998-b3a2-cdc2db5d9a82,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.1119,1.0000,5.8519,1.8951,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,21,5.2500,0.0697,4,branching,medium,single,4,3,dispersed,medium,3,medium,567811098,6142e15a-7b73-4dab-a645-cb8ee9974c75,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.4307,1.0000,6.5280,2.1282,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,17,4.2500,0.0512,4,branching,medium,single,4,3,dispersed,medium,3,medium,1018368801,a431fbde-d351-44e4-9a3b-a24ecd19fce1,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.1909,0.8333,8.5010,2.7802,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,24,6.0000,0.0762,4,branching,medium,single,4,3,dispersed,medium,3,medium,759879216,4be28218-016e-4baf-96ee-db915dae5192,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.7148,0.5000,8.7264,2.6199,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,22,5.5000,0.1032,4,branching,medium,single,4,3,dispersed,medium,3,medium,1982212342,fe1ddab6-d64b-4f67-9554-cd595dbd48a0,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.3032,1.0000,5.1962,2.1086,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,17,4.2500,0.0694,4,branching,medium,single,4,3,dispersed,medium,3,medium,2092663590,67c2f9a2-bd8b-472a-be97-bca2b075fbf6,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.2696,1.0000,5.4679,2.8265,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,20,5.0000,0.0674,4,branching,medium,single,4,3,dispersed,medium,3,medium,151962003,cd782b3f-9eb2-43f9-87c5-c9c9f6c59e2e,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.7701,1.0000,6.0761,2.0431,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,15,3.7500,0.0646,4,branching,medium,single,4,3,dispersed,medium,3,medium,1723865597,83640274-ce32-4c10-b9b2-e23b7735222f,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.1156,1.0000,8.0289,3.4222,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,22,5.5000,0.0830,4,branching,medium,single,4,3,dispersed,medium,3,medium,1393171249,5e478362-1953-4f35-a487-26baf736bfa3,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.3669,0.6667,9.2656,1.9984,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,17,4.2500,0.0657,4,branching,medium,single,4,3,dispersed,medium,3,medium,1222546528,9b38c58e-6196-4506-8d18-5c92efb62bda,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.7729,1.0000,5.9679,2.2290,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,17,4.2500,0.0512,4,branching,medium,single,4,3,dispersed,medium,3,medium,766729113,6e5f3797-ac9d-44e1-a87c-1ecf2a8349a8,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.0388,1.0000,5.1450,2.1593,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,15,3.7500,0.0413,4,branching,medium,single,4,3,dispersed,medium,3,medium,1413185809,ac340a1e-2b87-48b8-ac46-256b2e832ef3,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.8962,0.3333,12.5784,2.6750,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,16,4.0000,0.0403,4,branching,medium,single,4,3,dispersed,medium,3,medium,700035567,1a636c8e-a900-41b8-9bc4-9fa0652772d0,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.0497,0.5000,7.0808,2.1294,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,20,5.0000,0.0944,4,branching,medium,single,4,3,dispersed,medium,3,medium,713580695,40805ffc-3c64-42cc-97fd-d4d74976a902,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.7677,0.5000,11.5811,2.3472,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,16,4.0000,0.0498,4,branching,medium,single,4,3,dispersed,medium,3,medium,620236572,b786caa5-943e-42ee-af90-2a57401a6d0d,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.5112,0.3333,12.1221,2.0277,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,21,5.2500,0.0739,4,branching,medium,single,4,3,dispersed,medium,3,medium,890568985,806ed06c-b9a7-49c0-bd72-7fa4392dfa9a,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,9.0264,0.5000,7.0934,2.3111,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,22,5.5000,0.0852,4,branching,medium,single,4,3,dispersed,medium,3,medium,92991410,3b02bfac-c726-41b5-87bd-66cba5dd7471,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,9.0909,0.8333,5.5916,2.7112,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,18,4.5000,0.0608,4,branching,medium,single,4,3,dispersed,medium,3,medium,1472489733,63bf280b-3e00-4332-b70a-ef41e1e58002,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.1146,1.0000,6.1609,2.2412,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,15,3.7500,0.0472,4,branching,medium,single,4,3,dispersed,medium,3,medium,1384502814,f8b6b870-403b-441f-a13a-71915543b6a2,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.7347,0.3333,12.5067,2.3885,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,16,4.0000,0.0622,4,branching,medium,single,4,3,dispersed,medium,3,medium,1733324826,e89adefb-9976-497d-a98d-746fe216d433,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.5751,1.0000,6.2269,1.8964,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,14,3.5000,0.0421,4,branching,medium,single,4,3,dispersed,medium,3,medium,113938913,f35c163d-455f-47aa-895e-f457a90663cd,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.4628,0.6667,9.0294,1.9531,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,16,4.0000,0.0712,4,branching,medium,single,4,3,dispersed,medium,3,medium,1478325019,acc1969a-2c57-4e20-95a8-1545fcaea146,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.0957,1.0000,6.3919,2.5505,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,16,4.0000,0.0556,4,branching,medium,single,4,3,dispersed,medium,3,medium,1483404737,1e05e7dc-6bd8-4967-a66e-280ac2536746,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.1392,0.8333,5.8082,2.5005,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,20,5.0000,0.0562,4,branching,medium,single,4,3,dispersed,medium,3,medium,207287920,95165182-9b61-4d9b-85e9-52dd2c62b443,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.5839,0.5000,8.3454,2.5446,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,22,5.5000,0.0857,4,branching,medium,single,4,3,dispersed,medium,3,medium,884884153,cc54984b-46b7-4b78-a227-fc03d8de301a,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.6328,0.8333,8.2962,2.1135,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,20,5.0000,0.0679,4,branching,medium,single,4,3,dispersed,medium,3,medium,1173642630,117b57fc-f8d1-45d8-a95b-7e16fe60f8da,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,7.2809,0.5000,6.9498,2.0430,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,24,6.0000,0.0677,4,branching,medium,single,4,3,dispersed,medium,3,medium,1232059318,f88e80b2-cb76-4470-a022-ce5b5bea5217,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.0471,0.5000,11.4723,1.8405,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,15,3.7500,0.0492,4,branching,medium,single,4,3,dispersed,medium,3,medium,1985406119,bc5947c4-5a8a-4c19-94ac-817d952f51e6,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,10.0022,0.5000,9.6685,1.9010,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,18,4.5000,0.0582,4,branching,medium,single,4,3,dispersed,medium,3,medium,1715928777,a2c90b4c-7ec2-40ea-b9e4-93f64f0ca263,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,9.3612,0.3333,12.3833,2.5856,0.2500,1.5000,2.0000,1,1,0,1,0.2500,0.6667,17,4.2500,0.0611,4,branching,medium,single,4,3,dispersed,medium,3,medium,563688738,21ea8966-aac2-47ca-bc3d-c8e8f3ad5f5b,true,,
roomCount,4,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.5063,0.6667,9.6181,2.4819,0.2500,1.5000,3.0000,1,1,0,1,0.5000,1.0000,16,4.0000,0.0596,4,branching,medium,single,4,3,dispersed,medium,3,medium,2104983112,27b20419-95c9-44a8-83e9-acc48d9526ce,true,,
roomCount,4,4,3,1.5000,2,1,0.0000,1,0,2,1,0.3333,8.0747,0.8333,9.3756,3.4035,0.0000,1.0000,2.0000,0,1,1,1,0.2500,1.3333,22,5.5000,0.0850,4,branching,medium,single,4,3,dispersed,medium,3,medium,1836424265,44835664-5a8a-4edb-959b-3abf27c11168,true,,
