event_type,seed,swept_weight,weight_value,event_id,selected_npc,selected_role,distance_m,had_los,state_score,agree_with_baseline
GunshotHeard,42,Distance,0.0,0,WSNPC_07,Roamer,7.89,1,0.50,1
GunshotHeard,42,Distance,0.0,1,WSNPC_04,Roamer,19.99,1,0.10,1
GunshotHeard,42,Distance,0.0,2,WSNPC_07,Roamer,3.28,1,0.50,1
GunshotHeard,42,Distance,0.0,3,WSNPC_01,Roamer,5.57,1,0.80,1
GunshotHeard,42,Distance,0.0,4,WSNPC_04,Roamer,20.39,1,0.10,1
GunshotHeard,42,Distance,0.0,5,WSNPC_01,Roamer,6.16,1,0.80,1
GunshotHeard,42,Distance,0.0,6,WSNPC_01,Roamer,11.52,1,0.80,1
GunshotHeard,42,Distance,0.0,7,WSNPC_01,Roamer,17.01,0,0.80,0
GunshotHeard,42,Distance,0.0,8,WSNPC_01,Roamer,14.55,1,0.80,1
GunshotHeard,42,Distance,0.0,9,WSNPC_01,Roamer,5.77,1,0.80,1
GunshotHeard,42,Distance,0.0,10,WSNPC_07,Roamer,15.28,1,0.50,1
GunshotHeard,42,Distance,0.0,11,WSNPC_01,Roamer,14.94,1,0.80,1
GunshotHeard,42,Distance,0.0,12,WSNPC_01,Roamer,19.14,0,0.80,1
GunshotHeard,42,Distance,0.0,13,WSNPC_01,Roamer,14.91,1,0.80,1
GunshotHeard,42,Distance,0.0,14,WSNPC_01,Roamer,8.08,1,0.80,1
GunshotHeard,42,Distance,0.0,15,WSNPC_07,Roamer,8.55,1,0.50,1
GunshotHeard,42,Distance,0.0,16,WSNPC_01,Roamer,8.37,1,0.80,1
GunshotHeard,42,Distance,0.0,17,WSNPC_01,Roamer,6.20,1,0.80,1
GunshotHeard,42,Distance,0.0,18,WSNPC_01,Roamer,14.36,1,0.80,1
GunshotHeard,42,Distance,0.0,19,WSNPC_01,Roamer,14.37,0,0.80,1
GunshotHeard,42,Distance,0.0,20,WSNPC_01,Roamer,3.80,1,0.80,1
GunshotHeard,42,Distance,0.0,21,WSNPC_01,Roamer,17.72,1,0.80,1
GunshotHeard,42,Distance,0.0,22,WSNPC_01,Roamer,15.54,0,0.80,1
GunshotHeard,42,Distance,0.0,23,WSNPC_01,Roamer,10.51,0,0.80,0
GunshotHeard,42,Distance,0.0,24,WSNPC_01,Roamer,6.11,1,0.80,1
GunshotHeard,42,Distance,0.0,25,WSNPC_01,Roamer,2.40,1,0.80,1
GunshotHeard,42,Distance,0.0,26,WSNPC_01,Roamer,8.93,1,0.80,1
GunshotHeard,42,Distance,0.0,27,WSNPC_01,Roamer,9.41,0,0.80,1
GunshotHeard,42,Distance,0.0,28,WSNPC_01,Roamer,19.07,0,0.80,1
GunshotHeard,42,Distance,0.0,29,WSNPC_07,Roamer,15.35,1,0.50,1
GunshotHeard,42,Distance,0.0,30,WSNPC_01,Roamer,14.25,1,0.80,1
GunshotHeard,42,Distance,0.0,31,WSNPC_07,Roamer,10.63,1,0.50,1
GunshotHeard,42,Distance,0.0,32,WSNPC_01,Roamer,26.60,1,0.80,1
GunshotHeard,42,Distance,0.0,33,WSNPC_01,Roamer,11.00,1,0.80,1
GunshotHeard,42,Distance,0.0,34,WSNPC_07,Roamer,9.59,1,0.50,1
GunshotHeard,42,Distance,0.0,35,WSNPC_07,Roamer,3.56,1,0.50,1
GunshotHeard,42,Distance,0.0,36,WSNPC_01,Roamer,12.36,1,0.80,1
GunshotHeard,42,Distance,0.0,37,WSNPC_01,Roamer,12.74,1,0.80,1
GunshotHeard,42,Distance,0.0,38,WSNPC_01,Roamer,12.63,1,0.80,1
GunshotHeard,42,Distance,0.0,39,WSNPC_01,Roamer,15.23,1,0.80,1
GunshotHeard,42,Distance,0.0,40,WSNPC_01,Roamer,11.23,1,0.80,1
GunshotHeard,42,Distance,0.0,41,WSNPC_01,Roamer,25.61,1,0.80,1
GunshotHeard,42,Distance,0.0,42,WSNPC_01,Roamer,20.62,0,0.80,0
GunshotHeard,42,Distance,0.0,43,WSNPC_01,Roamer,2.22,1,0.80,1
GunshotHeard,42,Distance,0.0,44,WSNPC_01,Roamer,9.83,1,0.80,1
GunshotHeard,42,Distance,0.0,45,WSNPC_01,Roamer,11.66,1,0.80,1
GunshotHeard,42,Distance,0.0,46,WSNPC_01,Roamer,3.40,1,0.80,1
GunshotHeard,42,Distance,0.0,47,WSNPC_01,Roamer,18.14,1,0.80,1
GunshotHeard,42,Distance,0.0,48,WSNPC_01,Roamer,19.74,1,0.80,1
GunshotHeard,42,Distance,0.0,49,WSNPC_01,Roamer,19.02,1,0.80,1
GunshotHeard,42,Distance,0.0,50,WSNPC_01,Roamer,18.98,1,0.80,1
GunshotHeard,42,Distance,0.0,51,WSNPC_07,Roamer,10.76,1,0.50,1
GunshotHeard,42,Distance,0.0,52,WSNPC_01,Roamer,13.86,1,0.80,1
GunshotHeard,42,Distance,0.0,53,WSNPC_01,Roamer,9.56,1,0.80,1
GunshotHeard,42,Distance,0.0,54,WSNPC_01,Roamer,15.12,1,0.80,1
GunshotHeard,42,Distance,0.0,55,WSNPC_01,Roamer,3.43,1,0.80,1
GunshotHeard,42,Distance,0.0,56,WSNPC_01,Roamer,15.65,0,0.80,1
GunshotHeard,42,Distance,0.0,57,WSNPC_01,Roamer,28.69,0,0.80,1
GunshotHeard,42,Distance,0.0,58,WSNPC_01,Roamer,6.07,1,0.80,1
GunshotHeard,42,Distance,0.0,59,WSNPC_01,Roamer,9.07,1,0.80,1
GunshotHeard,42,Distance,0.0,60,WSNPC_07,Roamer,15.33,1,0.50,1
GunshotHeard,42,Distance,0.0,61,WSNPC_01,Roamer,9.86,1,0.80,1
GunshotHeard,42,Distance,0.0,62,WSNPC_01,Roamer,24.64,1,0.80,1
GunshotHeard,42,Distance,0.0,63,WSNPC_01,Roamer,25.90,1,0.80,1
GunshotHeard,42,Distance,0.0,64,WSNPC_01,Roamer,4.67,1,0.80,1
GunshotHeard,42,Distance,0.0,65,WSNPC_01,Roamer,15.58,1,0.80,1
GunshotHeard,42,Distance,0.0,66,WSNPC_01,Roamer,7.06,1,0.80,1
GunshotHeard,42,Distance,0.0,67,WSNPC_01,Roamer,14.90,1,0.80,1
GunshotHeard,42,Distance,0.0,68,WSNPC_01,Roamer,12.72,1,0.80,1
GunshotHeard,42,Distance,0.0,69,WSNPC_01,Roamer,27.00,1,0.80,1
GunshotHeard,42,Distance,0.0,70,WSNPC_01,Roamer,10.82,1,0.80,1
GunshotHeard,42,Distance,0.0,71,WSNPC_01,Roamer,7.08,1,0.80,1
GunshotHeard,42,Distance,0.0,72,WSNPC_01,Roamer,13.07,1,0.80,1
GunshotHeard,42,Distance,0.0,73,WSNPC_01,Roamer,21.32,0,0.80,0
GunshotHeard,42,Distance,0.0,74,WSNPC_01,Roamer,14.72,1,0.80,1
GunshotHeard,42,Distance,0.0,75,WSNPC_01,Roamer,22.78,0,0.80,1
GunshotHeard,42,Distance,0.0,76,WSNPC_01,Roamer,14.82,1,0.80,1
GunshotHeard,42,Distance,0.0,77,WSNPC_01,Roamer,10.16,1,0.80,1
GunshotHeard,42,Distance,0.0,78,WSNPC_01,Roamer,26.13,1,0.80,1
GunshotHeard,42,Distance,0.0,79,WSNPC_01,Roamer,12.46,1,0.80,1
GunshotHeard,42,Distance,0.0,80,WSNPC_01,Roamer,10.87,1,0.80,1
GunshotHeard,42,Distance,0.0,81,WSNPC_01,Roamer,25.15,1,0.80,1
GunshotHeard,42,Distance,0.0,82,WSNPC_01,Roamer,8.60,1,0.80,1
GunshotHeard,42,Distance,0.0,83,WSNPC_07,Roamer,4.10,1,0.50,1
GunshotHeard,42,Distance,0.0,84,WSNPC_01,Roamer,27.02,1,0.80,1
GunshotHeard,42,Distance,0.0,85,WSNPC_01,Roamer,25.24,1,0.80,1
GunshotHeard,42,Distance,0.0,86,WSNPC_01,Roamer,6.28,1,0.80,1
GunshotHeard,42,Distance,0.0,87,WSNPC_01,Roamer,19.36,1,0.80,1
GunshotHeard,42,Distance,0.0,88,WSNPC_01,Roamer,21.96,1,0.80,1
GunshotHeard,42,Distance,0.0,89,WSNPC_01,Roamer,7.20,1,0.80,1
GunshotHeard,42,Distance,0.0,90,WSNPC_01,Roamer,14.68,1,0.80,1
GunshotHeard,42,Distance,0.0,91,WSNPC_01,Roamer,11.55,1,0.80,1
GunshotHeard,42,Distance,0.0,92,WSNPC_01,Roamer,19.01,0,0.80,0
GunshotHeard,42,Distance,0.0,93,WSNPC_01,Roamer,9.93,1,0.80,0
GunshotHeard,42,Distance,0.0,94,WSNPC_01,Roamer,21.53,1,0.80,1
GunshotHeard,42,Distance,0.0,95,WSNPC_01,Roamer,3.34,1,0.80,1
GunshotHeard,42,Distance,0.0,96,WSNPC_01,Roamer,23.04,1,0.80,1
GunshotHeard,42,Distance,0.0,97,WSNPC_01,Roamer,23.47,1,0.80,1
GunshotHeard,42,Distance,0.0,98,WSNPC_04,Roamer,24.72,1,0.10,1
GunshotHeard,42,Distance,0.0,99,WSNPC_01,Roamer,26.58,1,0.80,1
GunshotHeard,42,Distance,0.5,0,WSNPC_07,Roamer,7.89,1,0.50,1
GunshotHeard,42,Distance,0.5,1,WSNPC_04,Roamer,19.99,1,0.10,1
GunshotHeard,42,Distance,0.5,2,WSNPC_07,Roamer,3.28,1,0.50,1
GunshotHeard,42,Distance,0.5,3,WSNPC_01,Roamer,5.57,1,0.80,1
GunshotHeard,42,Distance,0.5,4,WSNPC_04,Roamer,20.39,1,0.10,1
GunshotHeard,42,Distance,0.5,5,WSNPC_01,Roamer,6.16,1,0.80,1
GunshotHeard,42,Distance,0.5,6,WSNPC_01,Roamer,11.52,1,0.80,1
GunshotHeard,42,Distance,0.5,7,WSNPC_01,Roamer,17.01,0,0.80,0
GunshotHeard,42,Distance,0.5,8,WSNPC_01,Roamer,14.55,1,0.80,1
GunshotHeard,42,Distance,0.5,9,WSNPC_01,Roamer,5.77,1,0.80,1
GunshotHeard,42,Distance,0.5,10,WSNPC_07,Roamer,15.28,1,0.50,1
GunshotHeard,42,Distance,0.5,11,WSNPC_01,Roamer,14.94,1,0.80,1
GunshotHeard,42,Distance,0.5,12,WSNPC_01,Roamer,19.14,0,0.80,1
GunshotHeard,42,Distance,0.5,13,WSNPC_01,Roamer,14.91,1,0.80,1
GunshotHeard,42,Distance,0.5,14,WSNPC_01,Roamer,8.08,1,0.80,1
GunshotHeard,42,Distance,0.5,15,WSNPC_07,Roamer,8.55,1,0.50,1
GunshotHeard,42,Distance,0.5,16,WSNPC_01,Roamer,8.37,1,0.80,1
GunshotHeard,42,Distance,0.5,17,WSNPC_01,Roamer,6.20,1,0.80,1
GunshotHeard,42,Distance,0.5,18,WSNPC_01,Roamer,14.36,1,0.80,1
GunshotHeard,42,Distance,0.5,19,WSNPC_01,Roamer,14.37,0,0.80,1
GunshotHeard,42,Distance,0.5,20,WSNPC_01,Roamer,3.80,1,0.80,1
GunshotHeard,42,Distance,0.5,21,WSNPC_01,Roamer,17.72,1,0.80,1
GunshotHeard,42,Distance,0.5,22,WSNPC_01,Roamer,15.54,0,0.80,1
GunshotHeard,42,Distance,0.5,23,WSNPC_07,Roamer,0.52,0,0.50,1
GunshotHeard,42,Distance,0.5,24,WSNPC_01,Roamer,6.11,1,0.80,1
GunshotHeard,42,Distance,0.5,25,WSNPC_01,Roamer,2.40,1,0.80,1
GunshotHeard,42,Distance,0.5,26,WSNPC_01,Roamer,8.93,1,0.80,1
GunshotHeard,42,Distance,0.5,27,WSNPC_01,Roamer,9.41,0,0.80,1
GunshotHeard,42,Distance,0.5,28,WSNPC_01,Roamer,19.07,0,0.80,1
GunshotHeard,42,Distance,0.5,29,WSNPC_07,Roamer,15.35,1,0.50,1
GunshotHeard,42,Distance,0.5,30,WSNPC_01,Roamer,14.25,1,0.80,1
GunshotHeard,42,Distance,0.5,31,WSNPC_07,Roamer,10.63,1,0.50,1
GunshotHeard,42,Distance,0.5,32,WSNPC_01,Roamer,26.60,1,0.80,1
GunshotHeard,42,Distance,0.5,33,WSNPC_01,Roamer,11.00,1,0.80,1
GunshotHeard,42,Distance,0.5,34,WSNPC_07,Roamer,9.59,1,0.50,1
GunshotHeard,42,Distance,0.5,35,WSNPC_07,Roamer,3.56,1,0.50,1
GunshotHeard,42,Distance,0.5,36,WSNPC_01,Roamer,12.36,1,0.80,1
GunshotHeard,42,Distance,0.5,37,WSNPC_01,Roamer,12.74,1,0.80,1
GunshotHeard,42,Distance,0.5,38,WSNPC_01,Roamer,12.63,1,0.80,1
GunshotHeard,42,Distance,0.5,39,WSNPC_01,Roamer,15.23,1,0.80,1
GunshotHeard,42,Distance,0.5,40,WSNPC_01,Roamer,11.23,1,0.80,1
GunshotHeard,42,Distance,0.5,41,WSNPC_01,Roamer,25.61,1,0.80,1
GunshotHeard,42,Distance,0.5,42,WSNPC_01,Roamer,20.62,0,0.80,0
GunshotHeard,42,Distance,0.5,43,WSNPC_01,Roamer,2.22,1,0.80,1
GunshotHeard,42,Distance,0.5,44,WSNPC_01,Roamer,9.83,1,0.80,1
GunshotHeard,42,Distance,0.5,45,WSNPC_01,Roamer,11.66,1,0.80,1
GunshotHeard,42,Distance,0.5,46,WSNPC_01,Roamer,3.40,1,0.80,1
GunshotHeard,42,Distance,0.5,47,WSNPC_01,Roamer,18.14,1,0.80,1
GunshotHeard,42,Distance,0.5,48,WSNPC_01,Roamer,19.74,1,0.80,1
GunshotHeard,42,Distance,0.5,49,WSNPC_01,Roamer,19.02,1,0.80,1
GunshotHeard,42,Distance,0.5,50,WSNPC_01,Roamer,18.98,1,0.80,1
GunshotHeard,42,Distance,0.5,51,WSNPC_07,Roamer,10.76,1,0.50,1
GunshotHeard,42,Distance,0.5,52,WSNPC_01,Roamer,13.86,1,0.80,1
GunshotHeard,42,Distance,0.5,53,WSNPC_01,Roamer,9.56,1,0.80,1
GunshotHeard,42,Distance,0.5,54,WSNPC_01,Roamer,15.12,1,0.80,1
GunshotHeard,42,Distance,0.5,55,WSNPC_01,Roamer,3.43,1,0.80,1
GunshotHeard,42,Distance,0.5,56,WSNPC_01,Roamer,15.65,0,0.80,1
GunshotHeard,42,Distance,0.5,57,WSNPC_01,Roamer,28.69,0,0.80,1
GunshotHeard,42,Distance,0.5,58,WSNPC_01,Roamer,6.07,1,0.80,1
GunshotHeard,42,Distance,0.5,59,WSNPC_01,Roamer,9.07,1,0.80,1
GunshotHeard,42,Distance,0.5,60,WSNPC_07,Roamer,15.33,1,0.50,1
GunshotHeard,42,Distance,0.5,61,WSNPC_01,Roamer,9.86,1,0.80,1
GunshotHeard,42,Distance,0.5,62,WSNPC_01,Roamer,24.64,1,0.80,1
GunshotHeard,42,Distance,0.5,63,WSNPC_01,Roamer,25.90,1,0.80,1
GunshotHeard,42,Distance,0.5,64,WSNPC_01,Roamer,4.67,1,0.80,1
GunshotHeard,42,Distance,0.5,65,WSNPC_01,Roamer,15.58,1,0.80,1
GunshotHeard,42,Distance,0.5,66,WSNPC_01,Roamer,7.06,1,0.80,1
GunshotHeard,42,Distance,0.5,67,WSNPC_01,Roamer,14.90,1,0.80,1
GunshotHeard,42,Distance,0.5,68,WSNPC_01,Roamer,12.72,1,0.80,1
GunshotHeard,42,Distance,0.5,69,WSNPC_01,Roamer,27.00,1,0.80,1
GunshotHeard,42,Distance,0.5,70,WSNPC_01,Roamer,10.82,1,0.80,1
GunshotHeard,42,Distance,0.5,71,WSNPC_01,Roamer,7.08,1,0.80,1
GunshotHeard,42,Distance,0.5,72,WSNPC_01,Roamer,13.07,1,0.80,1
GunshotHeard,42,Distance,0.5,73,WSNPC_01,Roamer,21.32,0,0.80,0
GunshotHeard,42,Distance,0.5,74,WSNPC_01,Roamer,14.72,1,0.80,1
GunshotHeard,42,Distance,0.5,75,WSNPC_01,Roamer,22.78,0,0.80,1
GunshotHeard,42,Distance,0.5,76,WSNPC_01,Roamer,14.82,1,0.80,1
GunshotHeard,42,Distance,0.5,77,WSNPC_01,Roamer,10.16,1,0.80,1
GunshotHeard,42,Distance,0.5,78,WSNPC_01,Roamer,26.13,1,0.80,1
GunshotHeard,42,Distance,0.5,79,WSNPC_01,Roamer,12.46,1,0.80,1
GunshotHeard,42,Distance,0.5,80,WSNPC_01,Roamer,10.87,1,0.80,1
GunshotHeard,42,Distance,0.5,81,WSNPC_01,Roamer,25.15,1,0.80,1
GunshotHeard,42,Distance,0.5,82,WSNPC_01,Roamer,8.60,1,0.80,1
GunshotHeard,42,Distance,0.5,83,WSNPC_07,Roamer,4.10,1,0.50,1
GunshotHeard,42,Distance,0.5,84,WSNPC_01,Roamer,27.02,1,0.80,1
GunshotHeard,42,Distance,0.5,85,WSNPC_01,Roamer,25.24,1,0.80,1
GunshotHeard,42,Distance,0.5,86,WSNPC_01,Roamer,6.28,1,0.80,1
GunshotHeard,42,Distance,0.5,87,WSNPC_01,Roamer,19.36,1,0.80,1
GunshotHeard,42,Distance,0.5,88,WSNPC_01,Roamer,21.96,1,0.80,1
GunshotHeard,42,Distance,0.5,89,WSNPC_01,Roamer,7.20,1,0.80,1
GunshotHeard,42,Distance,0.5,90,WSNPC_01,Roamer,14.68,1,0.80,1
GunshotHeard,42,Distance,0.5,91,WSNPC_01,Roamer,11.55,1,0.80,1
GunshotHeard,42,Distance,0.5,92,WSNPC_01,Roamer,19.01,0,0.80,0
GunshotHeard,42,Distance,0.5,93,WSNPC_01,Roamer,9.93,1,0.80,0
GunshotHeard,42,Distance,0.5,94,WSNPC_01,Roamer,21.53,1,0.80,1
GunshotHeard,42,Distance,0.5,95,WSNPC_01,Roamer,3.34,1,0.80,1
GunshotHeard,42,Distance,0.5,96,WSNPC_01,Roamer,23.04,1,0.80,1
GunshotHeard,42,Distance,0.5,97,WSNPC_01,Roamer,23.47,1,0.80,1
GunshotHeard,42,Distance,0.5,98,WSNPC_04,Roamer,24.72,1,0.10,1
GunshotHeard,42,Distance,0.5,99,WSNPC_01,Roamer,26.58,1,0.80,1
GunshotHeard,42,Distance,1.0,0,WSNPC_07,Roamer,7.89,1,0.50,1
GunshotHeard,42,Distance,1.0,1,WSNPC_04,Roamer,19.99,1,0.10,1
GunshotHeard,42,Distance,1.0,2,WSNPC_07,Roamer,3.28,1,0.50,1
GunshotHeard,42,Distance,1.0,3,WSNPC_01,Roamer,5.57,1,0.80,1
GunshotHeard,42,Distance,1.0,4,WSNPC_04,Roamer,20.39,1,0.10,1
GunshotHeard,42,Distance,1.0,5,WSNPC_01,Roamer,6.16,1,0.80,1
GunshotHeard,42,Distance,1.0,6,WSNPC_01,Roamer,11.52,1,0.80,1
GunshotHeard,42,Distance,1.0,7,WSNPC_01,Roamer,17.01,0,0.80,0
GunshotHeard,42,Distance,1.0,8,WSNPC_01,Roamer,14.55,1,0.80,1
GunshotHeard,42,Distance,1.0,9,WSNPC_01,Roamer,5.77,1,0.80,1
GunshotHeard,42,Distance,1.0,10,WSNPC_07,Roamer,15.28,1,0.50,1
GunshotHeard,42,Distance,1.0,11,WSNPC_01,Roamer,14.94,1,0.80,1
GunshotHeard,42,Distance,1.0,12,WSNPC_01,Roamer,19.14,0,0.80,1
GunshotHeard,42,Distance,1.0,13,WSNPC_01,Roamer,14.91,1,0.80,1
GunshotHeard,42,Distance,1.0,14,WSNPC_01,Roamer,8.08,1,0.80,1
GunshotHeard,42,Distance,1.0,15,WSNPC_07,Roamer,8.55,1,0.50,1
GunshotHeard,42,Distance,1.0,16,WSNPC_01,Roamer,8.37,1,0.80,1
GunshotHeard,42,Distance,1.0,17,WSNPC_01,Roamer,6.20,1,0.80,1
GunshotHeard,42,Distance,1.0,18,WSNPC_01,Roamer,14.36,1,0.80,1
GunshotHeard,42,Distance,1.0,19,WSNPC_01,Roamer,14.37,0,0.80,1
GunshotHeard,42,Distance,1.0,20,WSNPC_01,Roamer,3.80,1,0.80,1
GunshotHeard,42,Distance,1.0,21,WSNPC_01,Roamer,17.72,1,0.80,1
GunshotHeard,42,Distance,1.0,22,WSNPC_01,Roamer,15.54,0,0.80,1
GunshotHeard,42,Distance,1.0,23,WSNPC_07,Roamer,0.52,0,0.50,1
GunshotHeard,42,Distance,1.0,24,WSNPC_01,Roamer,6.11,1,0.80,1
GunshotHeard,42,Distance,1.0,25,WSNPC_01,Roamer,2.40,1,0.80,1
GunshotHeard,42,Distance,1.0,26,WSNPC_01,Roamer,8.93,1,0.80,1
GunshotHeard,42,Distance,1.0,27,WSNPC_01,Roamer,9.41,0,0.80,1
GunshotHeard,42,Distance,1.0,28,WSNPC_01,Roamer,19.07,0,0.80,1
GunshotHeard,42,Distance,1.0,29,WSNPC_07,Roamer,15.35,1,0.50,1
GunshotHeard,42,Distance,1.0,30,WSNPC_01,Roamer,14.25,1,0.80,1
GunshotHeard,42,Distance,1.0,31,WSNPC_07,Roamer,10.63,1,0.50,1
GunshotHeard,42,Distance,1.0,32,WSNPC_01,Roamer,26.60,1,0.80,1
GunshotHeard,42,Distance,1.0,33,WSNPC_01,Roamer,11.00,1,0.80,1
GunshotHeard,42,Distance,1.0,34,WSNPC_07,Roamer,9.59,1,0.50,1
GunshotHeard,42,Distance,1.0,35,WSNPC_07,Roamer,3.56,1,0.50,1
GunshotHeard,42,Distance,1.0,36,WSNPC_01,Roamer,12.36,1,0.80,1
GunshotHeard,42,Distance,1.0,37,WSNPC_01,Roamer,12.74,1,0.80,1
GunshotHeard,42,Distance,1.0,38,WSNPC_01,Roamer,12.63,1,0.80,1
GunshotHeard,42,Distance,1.0,39,WSNPC_01,Roamer,15.23,1,0.80,1
GunshotHeard,42,Distance,1.0,40,WSNPC_01,Roamer,11.23,1,0.80,1
GunshotHeard,42,Distance,1.0,41,WSNPC_01,Roamer,25.61,1,0.80,1
GunshotHeard,42,Distance,1.0,42,WSNPC_01,Roamer,20.62,0,0.80,0
GunshotHeard,42,Distance,1.0,43,WSNPC_01,Roamer,2.22,1,0.80,1
GunshotHeard,42,Distance,1.0,44,WSNPC_01,Roamer,9.83,1,0.80,1
GunshotHeard,42,Distance,1.0,45,WSNPC_01,Roamer,11.66,1,0.80,1
GunshotHeard,42,Distance,1.0,46,WSNPC_01,Roamer,3.40,1,0.80,1
GunshotHeard,42,Distance,1.0,47,WSNPC_01,Roamer,18.14,1,0.80,1
GunshotHeard,42,Distance,1.0,48,WSNPC_01,Roamer,19.74,1,0.80,1
GunshotHeard,42,Distance,1.0,49,WSNPC_01,Roamer,19.02,1,0.80,1
GunshotHeard,42,Distance,1.0,50,WSNPC_01,Roamer,18.98,1,0.80,1
GunshotHeard,42,Distance,1.0,51,WSNPC_07,Roamer,10.76,1,0.50,1
GunshotHeard,42,Distance,1.0,52,WSNPC_01,Roamer,13.86,1,0.80,1
GunshotHeard,42,Distance,1.0,53,WSNPC_01,Roamer,9.56,1,0.80,1
GunshotHeard,42,Distance,1.0,54,WSNPC_01,Roamer,15.12,1,0.80,1
GunshotHeard,42,Distance,1.0,55,WSNPC_01,Roamer,3.43,1,0.80,1
GunshotHeard,42,Distance,1.0,56,WSNPC_01,Roamer,15.65,0,0.80,1
GunshotHeard,42,Distance,1.0,57,WSNPC_01,Roamer,28.69,0,0.80,1
GunshotHeard,42,Distance,1.0,58,WSNPC_01,Roamer,6.07,1,0.80,1
GunshotHeard,42,Distance,1.0,59,WSNPC_01,Roamer,9.07,1,0.80,1
GunshotHeard,42,Distance,1.0,60,WSNPC_07,Roamer,15.33,1,0.50,1
GunshotHeard,42,Distance,1.0,61,WSNPC_01,Roamer,9.86,1,0.80,1
GunshotHeard,42,Distance,1.0,62,WSNPC_01,Roamer,24.64,1,0.80,1
GunshotHeard,42,Distance,1.0,63,WSNPC_01,Roamer,25.90,1,0.80,1
GunshotHeard,42,Distance,1.0,64,WSNPC_01,Roamer,4.67,1,0.80,1
GunshotHeard,42,Distance,1.0,65,WSNPC_01,Roamer,15.58,1,0.80,1
GunshotHeard,42,Distance,1.0,66,WSNPC_01,Roamer,7.06,1,0.80,1
GunshotHeard,42,Distance,1.0,67,WSNPC_01,Roamer,14.90,1,0.80,1
GunshotHeard,42,Distance,1.0,68,WSNPC_01,Roamer,12.72,1,0.80,1
GunshotHeard,42,Distance,1.0,69,WSNPC_01,Roamer,27.00,1,0.80,1
GunshotHeard,42,Distance,1.0,70,WSNPC_01,Roamer,10.82,1,0.80,1
GunshotHeard,42,Distance,1.0,71,WSNPC_01,Roamer,7.08,1,0.80,1
GunshotHeard,42,Distance,1.0,72,WSNPC_01,Roamer,13.07,1,0.80,1
GunshotHeard,42,Distance,1.0,73,WSNPC_01,Roamer,21.32,0,0.80,0
GunshotHeard,42,Distance,1.0,74,WSNPC_01,Roamer,14.72,1,0.80,1
GunshotHeard,42,Distance,1.0,75,WSNPC_01,Roamer,22.78,0,0.80,1
GunshotHeard,42,Distance,1.0,76,WSNPC_01,Roamer,14.82,1,0.80,1
GunshotHeard,42,Distance,1.0,77,WSNPC_01,Roamer,10.16,1,0.80,1
GunshotHeard,42,Distance,1.0,78,WSNPC_01,Roamer,26.13,1,0.80,1
GunshotHeard,42,Distance,1.0,79,WSNPC_01,Roamer,12.46,1,0.80,1
GunshotHeard,42,Distance,1.0,80,WSNPC_01,Roamer,10.87,1,0.80,1
GunshotHeard,42,Distance,1.0,81,WSNPC_01,Roamer,25.15,1,0.80,1
GunshotHeard,42,Distance,1.0,82,WSNPC_01,Roamer,8.60,1,0.80,1
GunshotHeard,42,Distance,1.0,83,WSNPC_07,Roamer,4.10,1,0.50,1
GunshotHeard,42,Distance,1.0,84,WSNPC_01,Roamer,27.02,1,0.80,1
GunshotHeard,42,Distance,1.0,85,WSNPC_01,Roamer,25.24,1,0.80,1
GunshotHeard,42,Distance,1.0,86,WSNPC_01,Roamer,6.28,1,0.80,1
GunshotHeard,42,Distance,1.0,87,WSNPC_01,Roamer,19.36,1,0.80,1
GunshotHeard,42,Distance,1.0,88,WSNPC_01,Roamer,21.96,1,0.80,1
GunshotHeard,42,Distance,1.0,89,WSNPC_01,Roamer,7.20,1,0.80,1
GunshotHeard,42,Distance,1.0,90,WSNPC_01,Roamer,14.68,1,0.80,1
GunshotHeard,42,Distance,1.0,91,WSNPC_01,Roamer,11.55,1,0.80,1
GunshotHeard,42,Distance,1.0,92,WSNPC_01,Roamer,19.01,0,0.80,0
GunshotHeard,42,Distance,1.0,93,WSNPC_01,Roamer,9.93,1,0.80,0
GunshotHeard,42,Distance,1.0,94,WSNPC_01,Roamer,21.53,1,0.80,1
GunshotHeard,42,Distance,1.0,95,WSNPC_01,Roamer,3.34,1,0.80,1
GunshotHeard,42,Distance,1.0,96,WSNPC_01,Roamer,23.04,1,0.80,1
GunshotHeard,42,Distance,1.0,97,WSNPC_01,Roamer,23.47,1,0.80,1
GunshotHeard,42,Distance,1.0,98,WSNPC_04,Roamer,24.72,1,0.10,1
GunshotHeard,42,Distance,1.0,99,WSNPC_01,Roamer,26.58,1,0.80,1
GunshotHeard,42,Distance,1.5,0,WSNPC_07,Roamer,7.89,1,0.50,1
GunshotHeard,42,Distance,1.5,1,WSNPC_04,Roamer,19.99,1,0.10,1
GunshotHeard,42,Distance,1.5,2,WSNPC_07,Roamer,3.28,1,0.50,1
GunshotHeard,42,Distance,1.5,3,WSNPC_01,Roamer,5.57,1,0.80,1
GunshotHeard,42,Distance,1.5,4,WSNPC_04,Roamer,20.39,1,0.10,1
GunshotHeard,42,Distance,1.5,5,WSNPC_01,Roamer,6.16,1,0.80,1
GunshotHeard,42,Distance,1.5,6,WSNPC_01,Roamer,11.52,1,0.80,1
GunshotHeard,42,Distance,1.5,7,WSNPC_01,Roamer,17.01,0,0.80,0
GunshotHeard,42,Distance,1.5,8,WSNPC_01,Roamer,14.55,1,0.80,1
